person_id,age_2024,n_observations_2022,n_sources_2022,evidence_sources_2022,evidence_source_rows_2022,level_min_2022,level_max_2022,same_year_status_2022,same_year_decision_reason_2022,n_observations_2024,n_sources_2024,evidence_sources_2024,evidence_source_rows_2024,level_min_2024,level_max_2024,same_year_status_2024,same_year_decision_reason_2024,has_2022_evidence,has_2024_evidence,same_year_conflict_2024,attainment_status,attainment_level_min,attainment_level_max,decision_reason
P000232,58,,,,,,,,,1,1,ba_like_2024,ba_like_2024:102,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000234,30,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000235,60,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000236,47,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000237,44,1,1,zensus_like_2022,zensus_like_2022:4129,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:103,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P000238,39,1,1,zensus_like_2022,zensus_like_2022:7428,1,1,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:104,1,1,accepted,single_observation,TRUE,TRUE,FALSE,accepted,1,1,compatible_retained
P000239,17,1,1,zensus_like_2022,zensus_like_2022:5681,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000240,29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000241,21,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1982,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P000242,28,,,,,,,,,1,1,ba_like_2024,ba_like_2024:105,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000243,64,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:106|mikrozensus_like_2024:2622,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P000244,24,,,,,,,,,1,1,ba_like_2024,ba_like_2024:107,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000245,67,1,1,zensus_like_2022,zensus_like_2022:7786,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000246,47,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000248,16,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000249,49,1,1,zensus_like_2022,zensus_like_2022:4996,5,5,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:108,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,5,5,compatible_retained
P000250,51,1,1,zensus_like_2022,zensus_like_2022:6109,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000253,90,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000254,67,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000255,44,1,1,zensus_like_2022,zensus_like_2022:2678,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000256,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:109,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000258,52,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000259,70,1,1,zensus_like_2022,zensus_like_2022:817,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000260,49,,,,,,,,,1,1,ba_like_2024,ba_like_2024:110,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000263,31,1,1,zensus_like_2022,zensus_like_2022:7911,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:111,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P000264,21,,,,,,,,,1,1,ba_like_2024,ba_like_2024:112,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000265,83,1,1,zensus_like_2022,zensus_like_2022:1426,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000266,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000267,65,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000268,58,,,,,,,,,1,1,ba_like_2024,ba_like_2024:113,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000271,32,1,1,zensus_like_2022,zensus_like_2022:5869,5,5,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,5,5,carry_forward
P000273,43,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000274,56,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2403,5,5,accepted,single_observation,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
P000275,34,,,,,,,,,1,1,ba_like_2024,ba_like_2024:114,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000277,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000278,31,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000279,52,,,,,,,,,1,1,ba_like_2024,ba_like_2024:115,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000280,40,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000282,85,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1661,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P000283,60,1,1,zensus_like_2022,zensus_like_2022:6970,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000285,46,1,1,zensus_like_2022,zensus_like_2022:5578,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P000286,66,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000287,41,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000288,55,1,1,zensus_like_2022,zensus_like_2022:4014,5,5,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:116,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,5,5,compatible_retained
P000289,74,1,1,zensus_like_2022,zensus_like_2022:6987,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000290,46,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000292,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000293,58,,,,,,,,,1,1,ba_like_2024,ba_like_2024:117,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000295,21,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000296,60,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000297,27,1,1,zensus_like_2022,zensus_like_2022:2075,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:119,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P000298,57,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000299,50,1,1,zensus_like_2022,zensus_like_2022:5551,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000300,29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000302,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:120,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000303,71,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000305,19,1,1,zensus_like_2022,zensus_like_2022:6697,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P000306,73,1,1,zensus_like_2022,zensus_like_2022:2807,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P000307,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:121,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000308,40,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000309,43,1,1,zensus_like_2022,zensus_like_2022:848,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000310,28,,,,,,,,,1,1,ba_like_2024,ba_like_2024:122,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000312,33,1,1,zensus_like_2022,zensus_like_2022:3925,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000313,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:123,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000315,67,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000316,61,,,,,,,,,1,1,ba_like_2024,ba_like_2024:124,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000317,47,,,,,,,,,1,1,ba_like_2024,ba_like_2024:125,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000319,50,,,,,,,,,1,1,ba_like_2024,ba_like_2024:126,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000321,37,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1766,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P000322,62,,,,,,,,,1,1,ba_like_2024,ba_like_2024:127,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000324,69,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1229,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P000326,21,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2693,4,4,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P000327,28,1,1,zensus_like_2022,zensus_like_2022:1149,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:129,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,6,upward_progression
P000328,73,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000329,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000330,24,,,,,,,,,1,1,ba_like_2024,ba_like_2024:130,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000332,56,,,,,,,,,1,1,ba_like_2024,ba_like_2024:131,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000333,60,1,1,zensus_like_2022,zensus_like_2022:1827,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:132,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P000334,35,,,,,,,,,1,1,ba_like_2024,ba_like_2024:133,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000335,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:134,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000337,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:135,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000338,84,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000339,51,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000340,38,,,,,,,,,1,1,ba_like_2024,ba_like_2024:136,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000341,33,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000343,77,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:3136,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P000344,73,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000346,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:137,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000347,75,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000349,53,1,1,zensus_like_2022,zensus_like_2022:7718,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:139,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P000350,46,,,,,,,,,1,1,ba_like_2024,ba_like_2024:140,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000351,23,,,,,,,,,1,1,ba_like_2024,ba_like_2024:141,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000352,19,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000353,60,,,,,,,,,1,1,ba_like_2024,ba_like_2024:142,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000354,40,1,1,zensus_like_2022,zensus_like_2022:6234,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:143,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P000355,31,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000356,50,1,1,zensus_like_2022,zensus_like_2022:205,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000358,75,,,,,,,,,1,1,ba_like_2024,ba_like_2024:144,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000359,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000360,36,1,1,zensus_like_2022,zensus_like_2022:32,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000361,60,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000362,50,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000363,48,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000365,73,1,1,zensus_like_2022,zensus_like_2022:5799,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000366,27,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:145|mikrozensus_like_2024:2298,6,6,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,6,6,initial_observation
P000368,41,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000369,83,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000371,78,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000372,42,,,,,,,,,1,1,ba_like_2024,ba_like_2024:146,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000373,39,,,,,,,,,1,1,ba_like_2024,ba_like_2024:147,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000374,18,,,,,,,,,1,1,ba_like_2024,ba_like_2024:148,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000376,53,,,,,,,,,1,1,ba_like_2024,ba_like_2024:149,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P000377,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:150,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000378,53,,,,,,,,,1,1,ba_like_2024,ba_like_2024:151,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000379,30,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000380,37,,,,,,,,,1,1,ba_like_2024,ba_like_2024:152,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000381,41,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000382,22,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000383,72,1,1,zensus_like_2022,zensus_like_2022:6544,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P000384,54,,,,,,,,,1,1,ba_like_2024,ba_like_2024:154,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000385,67,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000386,90,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000387,91,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000388,62,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000389,46,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000392,55,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000394,56,,,,,,,,,1,1,ba_like_2024,ba_like_2024:155,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000395,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000398,65,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000399,28,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000400,18,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000401,55,,,,,,,,,1,1,ba_like_2024,ba_like_2024:156,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000402,35,,,,,,,,,1,1,ba_like_2024,ba_like_2024:157,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000403,21,,,,,,,,,1,1,ba_like_2024,ba_like_2024:158,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000404,62,,,,,,,,,1,1,ba_like_2024,ba_like_2024:159,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000405,68,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000406,60,,,,,,,,,1,1,ba_like_2024,ba_like_2024:160,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000407,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:161,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000408,55,1,1,zensus_like_2022,zensus_like_2022:1935,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:162,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P000409,63,,,,,,,,,1,1,ba_like_2024,ba_like_2024:163,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000410,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000411,61,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:967,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P000412,35,1,1,zensus_like_2022,zensus_like_2022:305,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:164,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P000413,41,,,,,,,,,1,1,ba_like_2024,ba_like_2024:165,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000414,22,1,1,zensus_like_2022,zensus_like_2022:366,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000416,33,,,,,,,,,1,1,ba_like_2024,ba_like_2024:166,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000417,34,1,1,zensus_like_2022,zensus_like_2022:151,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P000418,92,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000419,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:167,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000420,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:168,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000421,35,,,,,,,,,1,1,ba_like_2024,ba_like_2024:169,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000422,38,,,,,,,,,1,1,ba_like_2024,ba_like_2024:170,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000423,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:171,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000425,71,,,,,,,,,1,1,ba_like_2024,ba_like_2024:172,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000426,90,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000427,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:173,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000428,46,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000431,30,,,,,,,,,1,1,ba_like_2024,ba_like_2024:174,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000432,51,1,1,zensus_like_2022,zensus_like_2022:5450,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P000433,76,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:147,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P000434,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000435,48,1,1,zensus_like_2022,zensus_like_2022:3677,4,4,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,4,4,carry_forward
P000436,57,,,,,,,,,1,1,ba_like_2024,ba_like_2024:175,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000437,77,1,1,zensus_like_2022,zensus_like_2022:5599,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P000438,33,1,1,zensus_like_2022,zensus_like_2022:4084,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:176,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P000439,15,,,,,,,,,1,1,ba_like_2024,ba_like_2024:177,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000440,20,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000441,42,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000442,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000444,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000445,80,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000446,48,,,,,,,,,1,1,ba_like_2024,ba_like_2024:178,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000447,48,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000448,38,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:179|mikrozensus_like_2024:549,6,6,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,6,6,initial_observation
P000450,21,,,,,,,,,1,1,ba_like_2024,ba_like_2024:180,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P000451,26,1,1,zensus_like_2022,zensus_like_2022:1852,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:181,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P000452,27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000453,35,,,,,,,,,1,1,ba_like_2024,ba_like_2024:182,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000454,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:183,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P000455,88,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P000457,47,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
