person_id,reference_year,n_observations,n_sources,evidence_sources,evidence_source_rows,level_min,level_max,same_year_status,same_year_decision_reason,age_2024
P000563,2024,1,1,ba_like_2024,ba_like_2024:207,1,1,accepted,single_observation,29
P000564,2024,1,1,ba_like_2024,ba_like_2024:208,2,3,accepted,single_observation,42
P000565,2022,1,1,zensus_like_2022,zensus_like_2022:5509,2,2,accepted,single_observation,25
P000565,2024,1,1,ba_like_2024,ba_like_2024:209,2,3,accepted,single_observation,25
P000568,2024,1,1,ba_like_2024,ba_like_2024:210,2,3,accepted,single_observation,18
P000570,2024,1,1,ba_like_2024,ba_like_2024:211,1,1,accepted,single_observation,21
P000580,2024,1,1,ba_like_2024,ba_like_2024:212,2,3,accepted,single_observation,58
P000581,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:213|mikrozensus_like_2024:272,5,5,accepted,same_year_compatible,51
P000585,2022,1,1,zensus_like_2022,zensus_like_2022:4561,2,2,accepted,single_observation,57
P000585,2024,1,1,ba_like_2024,ba_like_2024:214,2,3,accepted,single_observation,57
P000586,2022,1,1,zensus_like_2022,zensus_like_2022:6680,2,2,accepted,single_observation,20
P000587,2022,1,1,zensus_like_2022,zensus_like_2022:1329,2,2,accepted,single_observation,59
P000587,2024,1,1,ba_like_2024,ba_like_2024:215,2,3,accepted,single_observation,59
P000592,2024,1,1,ba_like_2024,ba_like_2024:216,4,6,accepted,single_observation,36
P000596,2024,1,1,ba_like_2024,ba_like_2024:217,4,6,accepted,single_observation,26
P000598,2024,1,1,ba_like_2024,ba_like_2024:218,2,3,accepted,single_observation,46
P000599,2024,1,1,ba_like_2024,ba_like_2024:219,4,6,accepted,single_observation,57
P000602,2024,1,1,ba_like_2024,ba_like_2024:220,2,3,accepted,single_observation,32
P000611,2024,1,1,ba_like_2024,ba_like_2024:221,4,6,accepted,single_observation,38
P000612,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1613,2,2,accepted,single_observation,26
P000616,2024,1,1,ba_like_2024,ba_like_2024:222,1,1,accepted,single_observation,38
P000622,2024,1,1,ba_like_2024,ba_like_2024:223,2,3,accepted,single_observation,22
P000624,2024,1,1,ba_like_2024,ba_like_2024:224,4,6,accepted,single_observation,58
P000625,2024,1,1,ba_like_2024,ba_like_2024:225,4,6,accepted,single_observation,29
P000627,2022,1,1,zensus_like_2022,zensus_like_2022:7408,2,2,accepted,single_observation,19
P000627,2024,1,1,ba_like_2024,ba_like_2024:226,2,3,accepted,single_observation,19
P000628,2024,1,1,ba_like_2024,ba_like_2024:227,1,1,accepted,single_observation,57
P000632,2022,1,1,zensus_like_2022,zensus_like_2022:211,2,2,accepted,single_observation,20
P000633,2024,1,1,ba_like_2024,ba_like_2024:228,2,3,accepted,single_observation,20
P000642,2024,1,1,ba_like_2024,ba_like_2024:229,4,6,accepted,single_observation,59
P000643,2024,1,1,ba_like_2024,ba_like_2024:230,1,1,accepted,single_observation,22
P000644,2024,1,1,ba_like_2024,ba_like_2024:231,2,3,accepted,single_observation,40
P000647,2024,1,1,ba_like_2024,ba_like_2024:232,2,3,accepted,single_observation,58
P000650,2022,1,1,zensus_like_2022,zensus_like_2022:3942,3,3,accepted,single_observation,24
P000650,2024,1,1,ba_like_2024,ba_like_2024:233,2,3,accepted,single_observation,24
P000651,2022,1,1,zensus_like_2022,zensus_like_2022:757,4,4,accepted,single_observation,31
P000652,2024,1,1,ba_like_2024,ba_like_2024:234,2,3,accepted,single_observation,27
P000655,2024,1,1,ba_like_2024,ba_like_2024:235,2,3,accepted,single_observation,64
P000656,2024,1,1,ba_like_2024,ba_like_2024:236,2,3,accepted,single_observation,20
P000660,2024,1,1,ba_like_2024,ba_like_2024:237,2,3,accepted,single_observation,31
P000663,2024,1,1,ba_like_2024,ba_like_2024:238,4,6,accepted,single_observation,55
P000665,2024,1,1,ba_like_2024,ba_like_2024:239,4,6,accepted,single_observation,35
P000667,2022,1,1,zensus_like_2022,zensus_like_2022:6457,3,3,accepted,single_observation,20
P000667,2024,1,1,ba_like_2024,ba_like_2024:240,2,3,accepted,single_observation,20
P000668,2022,1,1,zensus_like_2022,zensus_like_2022:2414,4,4,accepted,single_observation,28
P000668,2024,1,1,ba_like_2024,ba_like_2024:241,4,6,accepted,single_observation,28
P000670,2024,1,1,ba_like_2024,ba_like_2024:242,4,6,accepted,single_observation,26
P000671,2024,1,1,ba_like_2024,ba_like_2024:243,1,1,accepted,single_observation,15
P000674,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1500,4,4,accepted,single_observation,34
P000675,2022,1,1,zensus_like_2022,zensus_like_2022:5832,5,5,accepted,single_observation,38
P000676,2024,1,1,ba_like_2024,ba_like_2024:245,1,1,accepted,single_observation,19
P000677,2024,1,1,ba_like_2024,ba_like_2024:246,2,3,accepted,single_observation,46
P000678,2024,1,1,ba_like_2024,ba_like_2024:247,2,3,accepted,single_observation,78
P000683,2022,1,1,zensus_like_2022,zensus_like_2022:5862,3,3,accepted,single_observation,34
P000684,2024,1,1,ba_like_2024,ba_like_2024:248,2,3,accepted,single_observation,62
P000685,2024,1,1,ba_like_2024,ba_like_2024:249,2,3,accepted,single_observation,21
P000687,2024,1,1,ba_like_2024,ba_like_2024:250,2,3,accepted,single_observation,61
P000690,2022,1,1,zensus_like_2022,zensus_like_2022:1880,5,5,accepted,single_observation,68
P000691,2024,1,1,ba_like_2024,ba_like_2024:251,4,6,accepted,single_observation,29
P000692,2022,1,1,zensus_like_2022,zensus_like_2022:1904,5,5,accepted,single_observation,67
P000693,2024,1,1,ba_like_2024,ba_like_2024:252,2,3,accepted,single_observation,74
P000695,2024,1,1,ba_like_2024,ba_like_2024:253,4,6,accepted,single_observation,40
P000697,2022,1,1,zensus_like_2022,zensus_like_2022:1234,2,2,accepted,single_observation,87
P000698,2024,1,1,ba_like_2024,ba_like_2024:254,4,6,accepted,single_observation,22
P000699,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:727,3,3,accepted,single_observation,69
P000700,2024,1,1,ba_like_2024,ba_like_2024:255,2,3,accepted,single_observation,44
P000701,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2063,3,3,accepted,single_observation,61
P000702,2024,1,1,ba_like_2024,ba_like_2024:256,2,3,accepted,single_observation,63
P000708,2024,1,1,ba_like_2024,ba_like_2024:257,2,3,accepted,single_observation,34
P000710,2022,1,1,zensus_like_2022,zensus_like_2022:806,1,1,accepted,single_observation,57
P000710,2024,1,1,ba_like_2024,ba_like_2024:258,1,1,accepted,single_observation,57
P000712,2022,1,1,zensus_like_2022,zensus_like_2022:5428,3,3,accepted,single_observation,51
P000713,2024,1,1,ba_like_2024,ba_like_2024:259,2,3,accepted,single_observation,42
P000714,2022,1,1,zensus_like_2022,zensus_like_2022:5732,2,2,accepted,single_observation,60
P000714,2024,1,1,ba_like_2024,ba_like_2024:260,2,3,accepted,single_observation,60
P000715,2022,1,1,zensus_like_2022,zensus_like_2022:7265,5,5,accepted,single_observation,38
P000716,2022,1,1,zensus_like_2022,zensus_like_2022:4317,2,2,accepted,single_observation,36
P000716,2024,1,1,ba_like_2024,ba_like_2024:261,2,3,accepted,single_observation,36
P000719,2024,1,1,ba_like_2024,ba_like_2024:262,2,3,accepted,single_observation,51
P000720,2024,1,1,ba_like_2024,ba_like_2024:263,2,3,accepted,single_observation,42
P000721,2024,1,1,ba_like_2024,ba_like_2024:264,2,3,accepted,single_observation,50
P000722,2022,1,1,zensus_like_2022,zensus_like_2022:1111,2,2,accepted,single_observation,23
P000722,2024,1,1,ba_like_2024,ba_like_2024:265,2,3,accepted,single_observation,23
P000724,2024,1,1,ba_like_2024,ba_like_2024:266,1,1,accepted,single_observation,19
P000726,2024,1,1,ba_like_2024,ba_like_2024:267,1,1,accepted,single_observation,59
P000729,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:818,4,4,accepted,single_observation,40
P000734,2022,1,1,zensus_like_2022,zensus_like_2022:6130,5,5,accepted,single_observation,56
P000735,2024,1,1,ba_like_2024,ba_like_2024:268,2,3,accepted,single_observation,28
P000736,2022,1,1,zensus_like_2022,zensus_like_2022:529,3,3,accepted,single_observation,33
P000736,2024,1,1,ba_like_2024,ba_like_2024:269,2,3,accepted,single_observation,33
P000739,2022,1,1,zensus_like_2022,zensus_like_2022:3031,1,1,accepted,single_observation,19
P000739,2024,1,1,ba_like_2024,ba_like_2024:270,2,3,accepted,single_observation,19
P000741,2024,1,1,ba_like_2024,ba_like_2024:271,2,3,accepted,single_observation,60
P000743,2024,1,1,ba_like_2024,ba_like_2024:272,2,3,accepted,single_observation,45
P000744,2024,1,1,ba_like_2024,ba_like_2024:273,2,3,accepted,single_observation,52
P000748,2022,1,1,zensus_like_2022,zensus_like_2022:5234,1,1,accepted,single_observation,18
P000749,2024,1,1,ba_like_2024,ba_like_2024:274,2,3,accepted,single_observation,50
P000751,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:338,3,3,accepted,single_observation,17
P000752,2024,1,1,ba_like_2024,ba_like_2024:275,2,3,accepted,single_observation,19
P000753,2024,1,1,ba_like_2024,ba_like_2024:276,2,3,accepted,single_observation,40
P000754,2022,1,1,zensus_like_2022,zensus_like_2022:6248,4,4,accepted,single_observation,60
P000756,2022,1,1,zensus_like_2022,zensus_like_2022:274,2,2,accepted,single_observation,22
P000757,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2216,2,2,accepted,single_observation,70
P000758,2024,1,1,ba_like_2024,ba_like_2024:277,4,6,accepted,single_observation,35
P000759,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:278|mikrozensus_like_2024:2769,3,3,accepted,same_year_compatible,62
P000761,2024,1,1,ba_like_2024,ba_like_2024:279,2,3,accepted,single_observation,44
P000765,2022,1,1,zensus_like_2022,zensus_like_2022:4428,5,5,accepted,single_observation,37
P000768,2024,1,1,ba_like_2024,ba_like_2024:280,1,1,accepted,single_observation,50
P000770,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1534,3,3,accepted,single_observation,92
P000771,2024,1,1,ba_like_2024,ba_like_2024:281,4,6,accepted,single_observation,26
P000775,2022,1,1,zensus_like_2022,zensus_like_2022:823,2,2,accepted,single_observation,23
P000775,2024,1,1,ba_like_2024,ba_like_2024:282,2,3,accepted,single_observation,23
P000778,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:283|mikrozensus_like_2024:3126,6,6,accepted,same_year_compatible,40
P000779,2024,1,1,ba_like_2024,ba_like_2024:284,2,3,accepted,single_observation,73
P000780,2022,1,1,zensus_like_2022,zensus_like_2022:6580,2,2,accepted,single_observation,72
P000780,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2209,2,2,accepted,single_observation,72
P000781,2024,1,1,ba_like_2024,ba_like_2024:285,2,3,accepted,single_observation,94
P000782,2022,1,1,zensus_like_2022,zensus_like_2022:2435,2,2,accepted,single_observation,67
P000782,2024,1,1,ba_like_2024,ba_like_2024:286,1,1,accepted,single_observation,67
P000784,2024,1,1,ba_like_2024,ba_like_2024:287,2,3,accepted,single_observation,27
P000786,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:288|mikrozensus_like_2024:966,1,1,accepted,same_year_compatible,46
P000787,2024,1,1,ba_like_2024,ba_like_2024:289,1,1,accepted,single_observation,35
P000790,2022,1,1,zensus_like_2022,zensus_like_2022:1113,2,2,accepted,single_observation,23
P000790,2024,1,1,ba_like_2024,ba_like_2024:290,2,3,accepted,single_observation,23
P000791,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:291|mikrozensus_like_2024:1751,1,1,accepted,same_year_compatible,91
P000795,2024,1,1,ba_like_2024,ba_like_2024:292,1,1,accepted,single_observation,75
P000796,2024,1,1,ba_like_2024,ba_like_2024:293,2,3,accepted,single_observation,51
P000798,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:294|mikrozensus_like_2024:535,4,4,accepted,same_year_compatible,22
P000800,2024,1,1,ba_like_2024,ba_like_2024:295,2,3,accepted,single_observation,34
P000802,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:741,2,2,accepted,single_observation,53
P000808,2024,1,1,ba_like_2024,ba_like_2024:296,2,3,accepted,single_observation,57
P000811,2024,1,1,ba_like_2024,ba_like_2024:297,4,6,accepted,single_observation,61
P000812,2022,1,1,zensus_like_2022,zensus_like_2022:4937,2,2,accepted,single_observation,17
P000813,2024,1,1,ba_like_2024,ba_like_2024:298,4,6,accepted,single_observation,48
P000816,2022,1,1,zensus_like_2022,zensus_like_2022:2919,2,2,accepted,single_observation,59
P000816,2024,1,1,ba_like_2024,ba_like_2024:299,2,3,accepted,single_observation,59
P000817,2024,1,1,ba_like_2024,ba_like_2024:300,2,3,accepted,single_observation,22
P000821,2022,1,1,zensus_like_2022,zensus_like_2022:1110,1,1,accepted,single_observation,20
P000822,2022,1,1,zensus_like_2022,zensus_like_2022:6952,4,4,accepted,single_observation,28
P000822,2024,1,1,ba_like_2024,ba_like_2024:301,4,6,accepted,single_observation,28
P000823,2024,1,1,ba_like_2024,ba_like_2024:302,2,3,accepted,single_observation,20
P000826,2024,1,1,ba_like_2024,ba_like_2024:303,4,6,accepted,single_observation,37
P000828,2024,1,1,ba_like_2024,ba_like_2024:304,2,3,accepted,single_observation,62
P000829,2022,1,1,zensus_like_2022,zensus_like_2022:1983,3,3,accepted,single_observation,25
P000829,2024,1,1,ba_like_2024,ba_like_2024:305,4,6,accepted,single_observation,25
P000831,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2950,3,3,accepted,single_observation,28
P000832,2022,1,1,zensus_like_2022,zensus_like_2022:6250,3,3,accepted,single_observation,64
P000833,2024,1,1,ba_like_2024,ba_like_2024:306,2,3,accepted,single_observation,51
P000836,2024,1,1,ba_like_2024,ba_like_2024:307,4,6,accepted,single_observation,36
P000837,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:308|mikrozensus_like_2024:1451,2,2,accepted,same_year_compatible,46
P000839,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:3220,4,4,accepted,single_observation,31
P000840,2022,1,1,zensus_like_2022,zensus_like_2022:3787,1,1,accepted,single_observation,18
P000840,2024,1,1,ba_like_2024,ba_like_2024:309,2,3,accepted,single_observation,18
P000841,2022,1,1,zensus_like_2022,zensus_like_2022:6598,2,2,accepted,single_observation,41
P000841,2024,1,1,ba_like_2024,ba_like_2024:310,2,3,accepted,single_observation,41
P000843,2022,1,1,zensus_like_2022,zensus_like_2022:7770,3,3,accepted,single_observation,90
P000846,2024,1,1,ba_like_2024,ba_like_2024:311,4,6,accepted,single_observation,57
P000847,2024,1,1,ba_like_2024,ba_like_2024:312,2,3,accepted,single_observation,60
P000849,2024,1,1,ba_like_2024,ba_like_2024:313,2,3,accepted,single_observation,74
P000850,2024,1,1,ba_like_2024,ba_like_2024:314,2,3,accepted,single_observation,60
P000851,2022,1,1,zensus_like_2022,zensus_like_2022:1144,6,6,accepted,single_observation,64
P000851,2024,1,1,ba_like_2024,ba_like_2024:315,4,6,accepted,single_observation,64
P000852,2022,1,1,zensus_like_2022,zensus_like_2022:4745,3,3,accepted,single_observation,52
P000855,2022,1,1,zensus_like_2022,zensus_like_2022:158,3,3,accepted,single_observation,22
P000855,2024,1,1,ba_like_2024,ba_like_2024:316,2,3,accepted,single_observation,22
P000858,2024,1,1,ba_like_2024,ba_like_2024:317,2,3,accepted,single_observation,28
P000865,2024,1,1,ba_like_2024,ba_like_2024:319,2,3,accepted,single_observation,32
P000867,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2154,3,3,accepted,single_observation,22
P000868,2022,1,1,zensus_like_2022,zensus_like_2022:2388,3,3,accepted,single_observation,44
P000873,2024,1,1,ba_like_2024,ba_like_2024:320,2,3,accepted,single_observation,37
P000875,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:321|mikrozensus_like_2024:775,3,3,accepted,same_year_compatible,28
P000878,2024,1,1,ba_like_2024,ba_like_2024:322,2,3,accepted,single_observation,23
P000879,2024,1,1,ba_like_2024,ba_like_2024:323,2,3,accepted,single_observation,24
P000880,2024,1,1,ba_like_2024,ba_like_2024:324,1,1,accepted,single_observation,28
P000882,2022,1,1,zensus_like_2022,zensus_like_2022:2148,1,1,accepted,single_observation,17
P000884,2022,1,1,zensus_like_2022,zensus_like_2022:8105,3,3,accepted,single_observation,39
P000884,2024,1,1,ba_like_2024,ba_like_2024:325,2,3,accepted,single_observation,39
P000885,2022,1,1,zensus_like_2022,zensus_like_2022:1226,3,3,accepted,single_observation,78
P000886,2024,1,1,ba_like_2024,ba_like_2024:326,2,3,accepted,single_observation,78
P000889,2024,1,1,ba_like_2024,ba_like_2024:327,4,6,accepted,single_observation,31
P000891,2024,1,1,ba_like_2024,ba_like_2024:328,2,3,accepted,single_observation,22
P000892,2024,1,1,ba_like_2024,ba_like_2024:329,4,6,accepted,single_observation,38
P000893,2022,1,1,zensus_like_2022,zensus_like_2022:1138,4,4,accepted,single_observation,84
P000894,2024,1,1,ba_like_2024,ba_like_2024:330,4,6,accepted,single_observation,58
P000897,2024,1,1,ba_like_2024,ba_like_2024:332,4,6,accepted,single_observation,24
P000898,2024,1,1,ba_like_2024,ba_like_2024:333,4,6,accepted,single_observation,31
P000899,2022,1,1,zensus_like_2022,zensus_like_2022:4983,3,3,accepted,single_observation,28
P000899,2024,1,1,ba_like_2024,ba_like_2024:334,2,3,accepted,single_observation,28
P000902,2022,1,1,zensus_like_2022,zensus_like_2022:4546,2,2,accepted,single_observation,65
P000907,2022,1,1,zensus_like_2022,zensus_like_2022:7458,3,3,accepted,single_observation,67
P000909,2022,1,1,zensus_like_2022,zensus_like_2022:5536,4,4,accepted,single_observation,70
P000909,2024,1,1,ba_like_2024,ba_like_2024:335,4,6,accepted,single_observation,70
P000911,2022,1,1,zensus_like_2022,zensus_like_2022:350,3,3,accepted,single_observation,23
P000913,2022,1,1,zensus_like_2022,zensus_like_2022:6688,3,3,accepted,single_observation,35
P000913,2024,1,1,ba_like_2024,ba_like_2024:336,2,3,accepted,single_observation,35
P000920,2022,1,1,zensus_like_2022,zensus_like_2022:7090,5,5,accepted,single_observation,45
P000920,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:808,6,6,accepted,single_observation,45
P000921,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:337|mikrozensus_like_2024:1329,2,2,accepted,same_year_compatible,45
P000922,2022,1,1,zensus_like_2022,zensus_like_2022:4044,3,3,accepted,single_observation,68
P000925,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:338|mikrozensus_like_2024:344,2,2,accepted,same_year_compatible,53
P000926,2022,1,1,zensus_like_2022,zensus_like_2022:430,5,5,accepted,single_observation,35
P000926,2024,1,1,ba_like_2024,ba_like_2024:339,4,6,accepted,single_observation,35
P000927,2024,1,1,ba_like_2024,ba_like_2024:340,1,1,accepted,single_observation,52
P000930,2024,1,1,ba_like_2024,ba_like_2024:341,2,3,accepted,single_observation,49
P000933,2024,1,1,ba_like_2024,ba_like_2024:342,2,3,accepted,single_observation,75
P000935,2024,1,1,ba_like_2024,ba_like_2024:343,2,3,accepted,single_observation,44
P000936,2022,1,1,zensus_like_2022,zensus_like_2022:3188,4,4,accepted,single_observation,25
P000936,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:344|mikrozensus_like_2024:981,4,4,accepted,same_year_compatible,25
P000937,2022,1,1,zensus_like_2022,zensus_like_2022:5768,4,4,accepted,single_observation,44
P000940,2024,1,1,ba_like_2024,ba_like_2024:345,4,6,accepted,single_observation,28
P000941,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2867,3,3,accepted,single_observation,89
P000943,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:346|mikrozensus_like_2024:1843,2,2,accepted,same_year_compatible,30
P000944,2024,1,1,ba_like_2024,ba_like_2024:347,2,3,accepted,single_observation,21
