person_id,reference_year,age_at_reference_year,true_attainment_level,true_attainment_label
P000419,2024,73,3,vocational_or_postsecondary
P000420,2022,21,4,bachelor_or_equivalent
P000420,2024,23,5,master_or_equivalent
P000422,2022,52,3,vocational_or_postsecondary
P000422,2024,54,3,vocational_or_postsecondary
P000423,2022,57,5,master_or_equivalent
P000423,2024,59,5,master_or_equivalent
P000425,2022,15,2,school_qualification
P000425,2024,17,2,school_qualification
P000426,2022,32,4,bachelor_or_equivalent
P000426,2024,34,4,bachelor_or_equivalent
P000427,2022,50,3,vocational_or_postsecondary
P000427,2024,52,3,vocational_or_postsecondary
P000428,2022,57,3,vocational_or_postsecondary
P000428,2024,59,3,vocational_or_postsecondary
P000429,2022,63,2,school_qualification
P000429,2024,65,2,school_qualification
P000431,2022,80,2,school_qualification
P000431,2024,82,2,school_qualification
P000433,2022,84,1,low_or_none
P000433,2024,86,1,low_or_none
P000434,2022,27,3,vocational_or_postsecondary
P000434,2024,29,3,vocational_or_postsecondary
P000435,2022,18,2,school_qualification
P000435,2024,20,3,vocational_or_postsecondary
P000436,2022,38,5,master_or_equivalent
P000436,2024,40,6,doctorate
P000437,2022,51,1,low_or_none
P000437,2024,53,1,low_or_none
P000438,2022,53,2,school_qualification
P000438,2024,55,2,school_qualification
P000439,2022,63,3,vocational_or_postsecondary
P000439,2024,65,3,vocational_or_postsecondary
P000440,2022,26,4,bachelor_or_equivalent
P000440,2024,28,4,bachelor_or_equivalent
P000441,2022,50,3,vocational_or_postsecondary
P000441,2024,52,3,vocational_or_postsecondary
P000442,2022,49,3,vocational_or_postsecondary
P000442,2024,51,3,vocational_or_postsecondary
P000444,2022,15,1,low_or_none
P000444,2024,17,1,low_or_none
P000445,2022,40,5,master_or_equivalent
P000445,2024,42,5,master_or_equivalent
P000446,2022,77,1,low_or_none
P000446,2024,79,1,low_or_none
P000447,2022,88,3,vocational_or_postsecondary
P000447,2024,90,3,vocational_or_postsecondary
P000448,2022,20,4,bachelor_or_equivalent
P000448,2024,22,4,bachelor_or_equivalent
P000449,2022,90,3,vocational_or_postsecondary
P000449,2024,92,3,vocational_or_postsecondary
P000450,2022,16,2,school_qualification
P000450,2024,18,2,school_qualification
P000452,2024,15,1,low_or_none
P000453,2022,40,3,vocational_or_postsecondary
P000453,2024,42,3,vocational_or_postsecondary
P000455,2022,51,3,vocational_or_postsecondary
P000455,2024,53,3,vocational_or_postsecondary
P000456,2022,20,3,vocational_or_postsecondary
P000456,2024,22,3,vocational_or_postsecondary
P000457,2022,68,2,school_qualification
P000457,2024,70,2,school_qualification
P000458,2022,34,2,school_qualification
P000458,2024,36,2,school_qualification
P000459,2022,71,3,vocational_or_postsecondary
P000459,2024,73,3,vocational_or_postsecondary
P000461,2022,23,2,school_qualification
P000461,2024,25,2,school_qualification
P000462,2022,53,2,school_qualification
P000462,2024,55,2,school_qualification
P000463,2022,17,2,school_qualification
P000463,2024,19,3,vocational_or_postsecondary
P000464,2022,85,3,vocational_or_postsecondary
P000464,2024,87,3,vocational_or_postsecondary
P000465,2022,92,1,low_or_none
P000465,2024,94,1,low_or_none
P000467,2022,27,4,bachelor_or_equivalent
P000467,2024,29,4,bachelor_or_equivalent
P000468,2022,53,2,school_qualification
P000468,2024,55,2,school_qualification
P000469,2022,38,2,school_qualification
P000469,2024,40,2,school_qualification
P000470,2022,46,2,school_qualification
P000470,2024,48,2,school_qualification
P000471,2022,68,4,bachelor_or_equivalent
P000471,2024,70,4,bachelor_or_equivalent
P000472,2022,58,4,bachelor_or_equivalent
P000472,2024,60,4,bachelor_or_equivalent
P000473,2022,26,3,vocational_or_postsecondary
P000473,2024,28,4,bachelor_or_equivalent
P000474,2022,50,3,vocational_or_postsecondary
P000474,2024,52,3,vocational_or_postsecondary
P000475,2022,48,2,school_qualification
P000475,2024,50,2,school_qualification
P000476,2022,15,2,school_qualification
P000476,2024,17,3,vocational_or_postsecondary
P000478,2022,87,1,low_or_none
P000478,2024,89,1,low_or_none
P000479,2022,91,1,low_or_none
P000479,2024,93,1,low_or_none
P000480,2022,25,3,vocational_or_postsecondary
P000480,2024,27,3,vocational_or_postsecondary
P000481,2022,32,3,vocational_or_postsecondary
P000481,2024,34,3,vocational_or_postsecondary
P000482,2022,74,1,low_or_none
P000482,2024,76,1,low_or_none
P000484,2022,40,4,bachelor_or_equivalent
P000484,2024,42,4,bachelor_or_equivalent
P000485,2022,69,3,vocational_or_postsecondary
P000485,2024,71,3,vocational_or_postsecondary
P000486,2022,55,3,vocational_or_postsecondary
P000486,2024,57,3,vocational_or_postsecondary
P000487,2022,47,3,vocational_or_postsecondary
P000487,2024,49,3,vocational_or_postsecondary
P000488,2022,34,2,school_qualification
P000488,2024,36,2,school_qualification
P000489,2022,75,3,vocational_or_postsecondary
P000489,2024,77,3,vocational_or_postsecondary
P000490,2022,31,2,school_qualification
P000490,2024,33,2,school_qualification
P000491,2022,61,3,vocational_or_postsecondary
P000491,2024,63,3,vocational_or_postsecondary
P000492,2022,76,3,vocational_or_postsecondary
P000492,2024,78,3,vocational_or_postsecondary
P000494,2022,85,2,school_qualification
P000494,2024,87,2,school_qualification
P000495,2022,58,3,vocational_or_postsecondary
P000495,2024,60,3,vocational_or_postsecondary
P000496,2022,80,2,school_qualification
P000496,2024,82,2,school_qualification
P000497,2022,23,2,school_qualification
P000497,2024,25,3,vocational_or_postsecondary
P000498,2022,78,1,low_or_none
P000498,2024,80,1,low_or_none
P000499,2022,68,4,bachelor_or_equivalent
P000499,2024,70,4,bachelor_or_equivalent
P000501,2022,88,3,vocational_or_postsecondary
P000501,2024,90,3,vocational_or_postsecondary
P000502,2022,20,2,school_qualification
P000502,2024,22,3,vocational_or_postsecondary
P000504,2022,72,1,low_or_none
P000504,2024,74,1,low_or_none
P000505,2022,47,1,low_or_none
P000505,2024,49,1,low_or_none
P000506,2022,66,2,school_qualification
P000506,2024,68,2,school_qualification
P000507,2022,69,3,vocational_or_postsecondary
P000507,2024,71,3,vocational_or_postsecondary
P000509,2022,79,2,school_qualification
P000509,2024,81,2,school_qualification
P000510,2022,47,4,bachelor_or_equivalent
P000510,2024,49,4,bachelor_or_equivalent
P000511,2022,16,2,school_qualification
P000511,2024,18,2,school_qualification
P000512,2022,62,3,vocational_or_postsecondary
P000512,2024,64,3,vocational_or_postsecondary
P000513,2022,70,2,school_qualification
P000513,2024,72,2,school_qualification
P000514,2022,17,1,low_or_none
P000514,2024,19,2,school_qualification
P000515,2022,76,3,vocational_or_postsecondary
P000515,2024,78,3,vocational_or_postsecondary
P000516,2022,69,3,vocational_or_postsecondary
P000516,2024,71,3,vocational_or_postsecondary
P000517,2022,59,4,bachelor_or_equivalent
P000517,2024,61,4,bachelor_or_equivalent
P000518,2022,43,2,school_qualification
P000518,2024,45,2,school_qualification
P000519,2022,24,2,school_qualification
P000519,2024,26,3,vocational_or_postsecondary
P000521,2022,32,2,school_qualification
P000521,2024,34,2,school_qualification
P000523,2024,16,1,low_or_none
P000524,2022,18,3,vocational_or_postsecondary
P000524,2024,20,4,bachelor_or_equivalent
P000526,2022,23,2,school_qualification
P000526,2024,25,2,school_qualification
P000527,2024,15,2,school_qualification
P000528,2022,36,3,vocational_or_postsecondary
P000528,2024,38,3,vocational_or_postsecondary
P000529,2022,29,2,school_qualification
P000529,2024,31,2,school_qualification
P000530,2022,68,3,vocational_or_postsecondary
P000530,2024,70,3,vocational_or_postsecondary
P000531,2022,76,5,master_or_equivalent
P000531,2024,78,5,master_or_equivalent
P000532,2022,35,3,vocational_or_postsecondary
P000532,2024,37,3,vocational_or_postsecondary
P000533,2022,53,3,vocational_or_postsecondary
P000533,2024,55,3,vocational_or_postsecondary
P000534,2022,38,4,bachelor_or_equivalent
P000534,2024,40,4,bachelor_or_equivalent
P000535,2022,61,3,vocational_or_postsecondary
P000535,2024,63,3,vocational_or_postsecondary
P000536,2022,19,2,school_qualification
P000536,2024,21,3,vocational_or_postsecondary
P000537,2022,17,1,low_or_none
P000537,2024,19,2,school_qualification
P000538,2022,70,5,master_or_equivalent
P000538,2024,72,5,master_or_equivalent
P000539,2022,25,3,vocational_or_postsecondary
P000539,2024,27,3,vocational_or_postsecondary
P000540,2022,29,4,bachelor_or_equivalent
P000540,2024,31,5,master_or_equivalent
P000541,2022,38,3,vocational_or_postsecondary
P000541,2024,40,3,vocational_or_postsecondary
P000542,2022,62,5,master_or_equivalent
P000542,2024,64,5,master_or_equivalent
P000543,2022,23,2,school_qualification
P000543,2024,25,2,school_qualification
P000544,2022,18,3,vocational_or_postsecondary
P000544,2024,20,4,bachelor_or_equivalent
P000545,2022,31,2,school_qualification
P000545,2024,33,2,school_qualification
P000546,2022,31,2,school_qualification
P000546,2024,33,2,school_qualification
P000547,2022,50,3,vocational_or_postsecondary
P000547,2024,52,3,vocational_or_postsecondary
P000548,2024,15,2,school_qualification
P000549,2022,25,3,vocational_or_postsecondary
P000549,2024,27,3,vocational_or_postsecondary
P000551,2022,40,5,master_or_equivalent
P000551,2024,42,5,master_or_equivalent
P000552,2022,15,2,school_qualification
P000552,2024,17,2,school_qualification
P000553,2022,30,3,vocational_or_postsecondary
P000553,2024,32,3,vocational_or_postsecondary
P000554,2022,59,3,vocational_or_postsecondary
P000554,2024,61,3,vocational_or_postsecondary
P000555,2022,89,1,low_or_none
P000555,2024,91,1,low_or_none
P000556,2022,27,1,low_or_none
P000556,2024,29,1,low_or_none
P000557,2022,29,3,vocational_or_postsecondary
P000557,2024,31,3,vocational_or_postsecondary
P000558,2022,46,2,school_qualification
P000558,2024,48,2,school_qualification
P000559,2022,61,2,school_qualification
P000559,2024,63,2,school_qualification
P000560,2022,56,6,doctorate
P000560,2024,58,6,doctorate
P000561,2022,40,2,school_qualification
P000561,2024,42,2,school_qualification
P000562,2022,30,2,school_qualification
P000562,2024,32,2,school_qualification
P000563,2022,27,1,low_or_none
P000563,2024,29,1,low_or_none
P000564,2022,40,3,vocational_or_postsecondary
P000564,2024,42,3,vocational_or_postsecondary
P000565,2022,23,2,school_qualification
P000565,2024,25,3,vocational_or_postsecondary
P000566,2022,71,2,school_qualification
P000566,2024,73,2,school_qualification
P000568,2022,16,2,school_qualification
P000568,2024,18,3,vocational_or_postsecondary
P000570,2022,19,1,low_or_none
P000570,2024,21,1,low_or_none
P000572,2022,74,2,school_qualification
P000572,2024,76,2,school_qualification
P000573,2024,16,2,school_qualification
P000574,2022,72,3,vocational_or_postsecondary
P000574,2024,74,3,vocational_or_postsecondary
P000576,2022,54,2,school_qualification
P000576,2024,56,2,school_qualification
P000577,2022,38,4,bachelor_or_equivalent
P000577,2024,40,4,bachelor_or_equivalent
P000578,2022,53,3,vocational_or_postsecondary
P000578,2024,55,3,vocational_or_postsecondary
P000580,2022,56,3,vocational_or_postsecondary
P000580,2024,58,3,vocational_or_postsecondary
P000581,2022,49,5,master_or_equivalent
P000581,2024,51,5,master_or_equivalent
P000582,2022,44,5,master_or_equivalent
P000582,2024,46,5,master_or_equivalent
P000584,2022,74,2,school_qualification
P000584,2024,76,2,school_qualification
P000585,2022,55,2,school_qualification
P000585,2024,57,2,school_qualification
P000586,2022,18,2,school_qualification
P000586,2024,20,3,vocational_or_postsecondary
P000587,2022,57,2,school_qualification
P000587,2024,59,2,school_qualification
P000588,2024,15,2,school_qualification
P000589,2022,40,2,school_qualification
P000589,2024,42,2,school_qualification
P000592,2022,34,4,bachelor_or_equivalent
P000592,2024,36,4,bachelor_or_equivalent
P000593,2022,46,4,bachelor_or_equivalent
P000593,2024,48,4,bachelor_or_equivalent
P000594,2022,37,1,low_or_none
P000594,2024,39,1,low_or_none
P000595,2022,65,3,vocational_or_postsecondary
P000595,2024,67,3,vocational_or_postsecondary
P000596,2022,24,4,bachelor_or_equivalent
P000596,2024,26,5,master_or_equivalent
P000597,2022,42,3,vocational_or_postsecondary
P000597,2024,44,3,vocational_or_postsecondary
P000598,2022,44,2,school_qualification
P000598,2024,46,2,school_qualification
P000599,2022,55,4,bachelor_or_equivalent
P000599,2024,57,4,bachelor_or_equivalent
P000600,2022,34,5,master_or_equivalent
P000600,2024,36,5,master_or_equivalent
P000601,2022,79,1,low_or_none
P000601,2024,81,1,low_or_none
P000602,2022,30,3,vocational_or_postsecondary
P000602,2024,32,3,vocational_or_postsecondary
P000604,2022,26,2,school_qualification
P000604,2024,28,2,school_qualification
P000605,2022,16,1,low_or_none
P000605,2024,18,2,school_qualification
P000606,2022,35,5,master_or_equivalent
P000606,2024,37,5,master_or_equivalent
P000611,2022,36,4,bachelor_or_equivalent
P000611,2024,38,4,bachelor_or_equivalent
P000612,2022,24,2,school_qualification
P000612,2024,26,2,school_qualification
P000613,2022,72,3,vocational_or_postsecondary
P000613,2024,74,3,vocational_or_postsecondary
P000614,2022,65,2,school_qualification
P000614,2024,67,2,school_qualification
P000616,2022,36,1,low_or_none
P000616,2024,38,1,low_or_none
P000617,2022,53,4,bachelor_or_equivalent
P000617,2024,55,4,bachelor_or_equivalent
P000620,2022,79,3,vocational_or_postsecondary
P000620,2024,81,3,vocational_or_postsecondary
P000621,2022,91,2,school_qualification
P000621,2024,93,2,school_qualification
P000622,2022,20,2,school_qualification
P000622,2024,22,2,school_qualification
P000624,2022,56,4,bachelor_or_equivalent
P000624,2024,58,4,bachelor_or_equivalent
P000625,2022,27,4,bachelor_or_equivalent
P000625,2024,29,4,bachelor_or_equivalent
P000627,2022,17,2,school_qualification
P000627,2024,19,3,vocational_or_postsecondary
P000628,2022,55,1,low_or_none
P000628,2024,57,1,low_or_none
P000629,2022,49,2,school_qualification
P000629,2024,51,2,school_qualification
P000630,2022,15,1,low_or_none
P000630,2024,17,2,school_qualification
P000632,2022,18,2,school_qualification
P000632,2024,20,3,vocational_or_postsecondary
P000633,2022,18,2,school_qualification
P000633,2024,20,3,vocational_or_postsecondary
P000634,2022,30,2,school_qualification
P000634,2024,32,2,school_qualification
P000637,2022,38,3,vocational_or_postsecondary
P000637,2024,40,3,vocational_or_postsecondary
P000638,2022,67,5,master_or_equivalent
P000638,2024,69,5,master_or_equivalent
P000639,2022,44,3,vocational_or_postsecondary
P000639,2024,46,3,vocational_or_postsecondary
P000641,2022,68,2,school_qualification
P000641,2024,70,2,school_qualification
P000642,2022,57,5,master_or_equivalent
P000642,2024,59,5,master_or_equivalent
P000643,2022,20,1,low_or_none
P000643,2024,22,1,low_or_none
P000644,2022,38,3,vocational_or_postsecondary
P000644,2024,40,3,vocational_or_postsecondary
P000645,2022,69,3,vocational_or_postsecondary
P000645,2024,71,3,vocational_or_postsecondary
P000646,2022,79,3,vocational_or_postsecondary
P000646,2024,81,3,vocational_or_postsecondary
P000647,2022,56,3,vocational_or_postsecondary
P000647,2024,58,3,vocational_or_postsecondary
P000648,2022,21,3,vocational_or_postsecondary
P000648,2024,23,4,bachelor_or_equivalent
P000650,2022,22,3,vocational_or_postsecondary
P000650,2024,24,4,bachelor_or_equivalent
P000651,2022,29,4,bachelor_or_equivalent
P000651,2024,31,4,bachelor_or_equivalent
P000652,2022,25,3,vocational_or_postsecondary
P000652,2024,27,3,vocational_or_postsecondary
P000655,2022,62,2,school_qualification
P000655,2024,64,2,school_qualification
P000656,2022,18,2,school_qualification
P000656,2024,20,3,vocational_or_postsecondary
P000657,2022,39,3,vocational_or_postsecondary
P000657,2024,41,3,vocational_or_postsecondary
P000658,2024,15,2,school_qualification
P000660,2022,29,2,school_qualification
P000660,2024,31,2,school_qualification
P000662,2022,83,1,low_or_none
P000662,2024,85,1,low_or_none
P000663,2022,53,4,bachelor_or_equivalent
P000663,2024,55,4,bachelor_or_equivalent
P000665,2022,33,4,bachelor_or_equivalent
P000665,2024,35,4,bachelor_or_equivalent
P000666,2022,64,2,school_qualification
P000666,2024,66,2,school_qualification
P000667,2022,18,3,vocational_or_postsecondary
P000667,2024,20,3,vocational_or_postsecondary
P000668,2022,26,4,bachelor_or_equivalent
P000668,2024,28,4,bachelor_or_equivalent
P000670,2022,24,4,bachelor_or_equivalent
P000670,2024,26,4,bachelor_or_equivalent
P000671,2024,15,1,low_or_none
P000672,2022,20,4,bachelor_or_equivalent
P000672,2024,22,4,bachelor_or_equivalent
P000673,2022,22,2,school_qualification
P000673,2024,24,2,school_qualification
P000674,2022,32,4,bachelor_or_equivalent
P000674,2024,34,4,bachelor_or_equivalent
P000675,2022,36,5,master_or_equivalent
P000675,2024,38,5,master_or_equivalent
P000676,2022,17,1,low_or_none
P000676,2024,19,1,low_or_none
P000677,2022,44,3,vocational_or_postsecondary
P000677,2024,46,3,vocational_or_postsecondary
P000678,2022,76,3,vocational_or_postsecondary
P000678,2024,78,3,vocational_or_postsecondary
P000679,2022,51,4,bachelor_or_equivalent
P000679,2024,53,4,bachelor_or_equivalent
P000680,2022,36,2,school_qualification
P000680,2024,38,2,school_qualification
P000681,2024,16,2,school_qualification
P000683,2022,32,3,vocational_or_postsecondary
