person_id,ref_date,employment_status,days_employed_last_12m,annual_employment_income,contact_address_id
P001202,2025-12-31,employed,305,14628.81,A000154
P001205,2025-12-31,no_record,0,0,A008744
P001206,2025-12-31,employed,276,24107.92,A003538
P001209,2025-12-31,employed,254,23039.57,A003538
P001212,2025-12-31,employed,234,22680.89,A010172
P001214,2025-12-31,employed,365,16698.61,A010172
P001216,2025-12-31,self_employed,333,40892.29,A010172
P001218,2025-12-31,employed,321,18651.23,A009035
P001225,2025-12-31,employed,361,9174.85,A013258
P001228,2025-12-31,employed,230,50135.39,A002593
P001231,2025-12-31,marginal,127,3407.05,A016352
P001232,2025-12-31,employed,346,17535.26,A014450
P001233,2025-12-31,employed,266,42907.15,A001964
P001235,2025-12-31,employed,205,46864.41,NA
P001236,2025-12-31,employed,245,31587.6,A008671
P001238,2025-12-31,employed,216,26291.2,A014426
P001239,2025-12-31,employed,308,38064.15,A014426
P001240,2025-12-31,self_employed,243,90010.13,A014426
P001241,2025-12-31,employed,287,40656.59,NA
P001242,2025-12-31,employed,291,22397.65,A003462
P001245,2025-12-31,marginal,101,4423.23,A016695
P001251,2025-12-31,employed,365,NA,A013913
P001252,2025-12-31,marginal,110,3382.35,A011105
P001256,2025-12-31,employed,290,13085.31,A006956
P001258,2025-12-31,employed,247,85735,A006956
P001259,2025-12-31,employed,281,14902.31,A012601
P001260,2025-12-31,marginal,115,4798.5,A012601
P001263,2025-12-31,employed,365,31818.02,A002052
P001265,2025-12-31,marginal,134,4863.02,A001355
P001266,2025-12-31,employed,261,53363.46,A001355
P001268,2025-12-31,employed,333,41045.82,A011803
P001270,2025-12-31,employed,353,51708.99,A015095
P001271,2025-12-31,employed,331,19409.64,A015095
P001272,2025-12-31,marginal,68,5473.51,A005187
P001274,2025-12-31,employed,304,30782.46,A002740
P001276,2025-12-31,employed,278,16430.46,A009394
P001277,2025-12-31,self_employed,111,14485.49,A010564
P001282,2025-12-31,self_employed,196,35492.45,A008797
P001283,2025-12-31,employed,190,44530.8,A011135
P001285,2025-12-31,employed,299,26961.97,A007636
P001287,2025-12-31,self_employed,261,17400.57,A002847
P001291,2025-12-31,employed,307,25598.88,A016728
P001292,2025-12-31,employed,188,35798.62,A000070
P001293,2025-12-31,employed,240,32095.92,A000070
P001294,2025-12-31,employed,288,30651.19,A000070
P001295,2025-12-31,employed,275,26741.46,NA
P001297,2025-12-31,employed,307,23489.61,A001246
P001299,2025-12-31,employed,274,35492.13,A001246
P001301,2025-12-31,employed,250,15236.66,A001246
P001302,2025-12-31,marginal,111,4788.97,A001246
P001303,2025-12-31,employed,224,19255.44,A002643
P001307,2025-12-31,no_record,0,0,A007287
P001308,2025-12-31,marginal,150,4220.86,A011136
P001314,2025-12-31,self_employed,314,5465.67,A013290
P001316,2025-12-31,employed,216,42885.17,A008142
P001317,2025-12-31,employed,297,20167.62,A008142
P001318,2025-12-31,marginal,154,4307.65,NA
P001319,2025-12-31,self_employed,69,55475.77,A008142
P001322,2025-12-31,employed,259,22935.83,A015839
P001323,2025-12-31,employed,207,15689.51,A014642
P001325,2025-12-31,employed,306,35339.33,A003734
P001327,2025-12-31,employed,324,52767.37,A009871
P001328,2025-12-31,employed,317,18021.87,A009871
P001331,2025-12-31,employed,365,42942.07,A007450
P001335,2025-12-31,employed,316,19674.9,A010983
P001338,2025-12-31,employed,278,18442.98,A013427
P001342,2025-12-31,employed,332,60582.94,A002470
P001343,2025-12-31,employed,233,76337.67,A004926
P001346,2025-12-31,self_employed,NA,27741.62,A002575
P001347,2025-12-31,employed,352,23564.06,A009124
P001350,2025-12-31,employed,277,21963.68,A014470
P001361,2025-12-31,employed,239,35393.6,A003248
P001362,2025-12-31,employed,184,26966.97,A003248
P001363,2025-12-31,employed,236,20121.01,A005940
P001366,2025-12-31,employed,268,26199.15,A005940
P001374,2025-12-31,self_employed,141,33991.78,A000801
P001375,2025-12-31,marginal,54,4785.32,A000801
P001376,2025-12-31,employed,337,12945.3,A000801
P001378,2025-12-31,employed,277,10159.09,A000801
P001386,2025-12-31,employed,335,26005.22,A011667
P001388,2025-12-31,marginal,139,4116.99,A011667
P001389,2025-12-31,employed,262,31202.83,A011667
P001391,2025-12-31,employed,255,9124.94,A012554
P001396,2025-12-31,employed,203,19876.65,A013029
P001399,2025-12-31,employed,306,23967.74,A017359
P001400,2025-12-31,self_employed,228,19192.35,A015277
P001402,2025-12-31,marginal,78,3392.75,A003005
P001403,2025-12-31,marginal,119,10920.42,A003005
P001404,2025-12-31,employed,254,42338.43,A011191
P001409,2025-12-31,employed,302,29705.33,A002043
P001415,2025-12-31,employed,308,16982.55,A001938
P001416,2025-12-31,employed,298,34709.19,A015255
P001417,2025-12-31,no_record,0,0,A000790
P001421,2025-12-31,marginal,114,5385.9,A017316
P001424,2025-12-31,employed,355,30754.89,A012199
P001426,2025-12-31,employed,250,35425.91,A006976
P001429,2025-12-31,employed,265,29969.03,A003494
P001436,2025-12-31,employed,362,13357.37,A016699
P001438,2025-12-31,employed,287,17740.26,A010050
P001439,2025-12-31,employed,365,16818.26,A013116
P001440,2025-12-31,employed,317,14449.37,A014117
P001441,2025-12-31,employed,226,35177.85,A017664
P001443,2025-12-31,self_employed,280,17104.68,A013860
P001446,2025-12-31,marginal,99,NA,A003468
P001447,2025-12-31,employed,365,48787.98,A012103
P001450,2025-12-31,employed,273,39942.73,A010012
P001457,2025-12-31,employed,221,70459.04,A007348
P001462,2025-12-31,marginal,131,5058.29,A011409
P001464,2025-12-31,employed,336,13964.39,A013190
P001465,2025-12-31,employed,280,35492.58,A013190
P001470,2025-12-31,employed,329,18416.24,A007953
P001473,2025-12-31,employed,298,30781.39,A005765
P001476,2025-12-31,employed,308,29315.38,A012497
P001480,2025-12-31,employed,215,19867.62,A009095
P001482,2025-12-31,marginal,123,6068.31,A003005
P001483,2025-12-31,employed,295,46990.71,A008818
P001484,2025-12-31,employed,222,39004.39,A008838
P001487,2025-12-31,no_record,0,0,A017619
P001498,2025-12-31,self_employed,295,57998.06,A001937
P001505,2025-12-31,marginal,124,5290.95,A004321
P001506,2025-12-31,self_employed,295,18803.36,A017417
P001507,2025-12-31,employed,259,41185.73,A017417
P001511,2025-12-31,employed,341,24573.72,A016695
P001512,2025-12-31,employed,323,21502.27,A016695
P001514,2025-12-31,employed,223,13107.63,NA
P001515,2025-12-31,employed,343,46565.88,A006320
P001517,2025-12-31,employed,365,39377.2,A006844
P001519,2025-12-31,employed,218,21111.08,A006844
P001520,2025-12-31,employed,306,33293.39,A011840
P001521,2025-12-31,no_record,0,0,A010705
P001522,2025-12-31,employed,341,87511.25,A011587
P001524,2025-12-31,employed,365,11944.32,A001763
P001525,2025-12-31,employed,272,30092.02,A001763
P001528,2025-12-31,employed,288,43035.32,A010600
P001530,2025-12-31,self_employed,241,29838.49,A003890
P001531,2025-12-31,employed,302,42452.17,A003890
P001532,2025-12-31,employed,305,31862.95,A003890
P001534,2025-12-31,employed,299,22192.46,A010753
P001537,2025-12-31,employed,256,19918.91,A001558
P001538,2025-12-31,employed,340,17004.71,A009024
P001539,2025-12-31,employed,205,44632.4,A009024
P001543,2025-12-31,employed,255,29973.02,A016346
P001544,2025-12-31,self_employed,365,90736.49,A016346
P001545,2025-12-31,employed,301,13959.91,A016346
P001546,2025-12-31,marginal,73,5496.29,A012849
P001548,2025-12-31,no_record,0,0,A013781
P001550,2025-12-31,employed,243,42127.76,A014268
P001551,2025-12-31,employed,242,16101.05,A013590
P001556,2025-12-31,employed,312,9760.23,A009972
P001559,2025-12-31,employed,193,16842.3,A007854
P001561,2025-12-31,employed,309,23717.28,A009993
P001567,2025-12-31,employed,327,21032.12,NA
P001568,2025-12-31,employed,365,32076.83,A002031
P001570,2025-12-31,marginal,131,5040.09,A002031
P001571,2025-12-31,employed,303,33676.77,A002031
P001573,2025-12-31,marginal,69,4755.44,A002031
P001574,2025-12-31,employed,289,24836.75,A007769
P001579,2025-12-31,self_employed,147,31116.8,A017300
P001580,2025-12-31,marginal,119,5717.66,A015079
P001583,2025-12-31,marginal,91,5098.81,A007496
P001589,2025-12-31,marginal,139,7955.59,A006499
P001596,2025-12-31,employed,311,17218.82,A008441
P001599,2025-12-31,employed,214,12172.06,A006450
P001600,2025-12-31,employed,285,43678.92,A006450
P001605,2025-12-31,marginal,60,4898.03,NA
P001608,2025-12-31,employed,184,44904.22,A006293
P001610,2025-12-31,employed,250,37587.51,A006713
P001612,2025-12-31,employed,365,22881.36,A016114
P001613,2025-12-31,employed,332,12659.04,A016114
P001615,2025-12-31,employed,322,109343.62,A001348
P001616,2025-12-31,employed,356,24549.53,A017808
P001617,2025-12-31,employed,245,50896.3,A017707
P001618,2025-12-31,employed,345,27619.72,A002485
P001619,2025-12-31,employed,203,25987.41,A002485
P001620,2025-12-31,employed,280,23340.3,A004836
P001621,2025-12-31,employed,278,10920.29,A017490
P001622,2025-12-31,employed,365,44735.07,A004836
P001624,2025-12-31,employed,275,17532.19,A002112
P001628,2025-12-31,self_employed,152,9346.99,A014257
P001639,2025-12-31,employed,299,42219.03,A002867
P001641,2025-12-31,employed,365,44798.91,A001504
P001642,2025-12-31,marginal,103,7247.58,A017536
P001645,2025-12-31,marginal,125,5072.37,A017536
P001647,2025-12-31,self_employed,240,19655.07,A017068
P001650,2025-12-31,employed,365,21568.38,A004172
P001651,2025-12-31,employed,173,14681.51,A004172
P001652,2025-12-31,employed,227,26969.91,A013085
P001653,2025-12-31,employed,309,30533.89,A009898
P001658,2025-12-31,self_employed,343,15570.79,A012004
P001659,2025-12-31,employed,339,29220.36,A012004
P001662,2025-12-31,employed,266,23178.38,A009792
P001666,2025-12-31,self_employed,351,13258.36,A010275
P001669,2025-12-31,employed,343,28791.13,A000848
P001670,2025-12-31,employed,219,26246.65,A000848
P001671,2025-12-31,self_employed,183,2434.17,A005909
P001672,2025-12-31,marginal,79,4249.88,A003976
P001677,2025-12-31,employed,244,36430.32,NA
P001678,2025-12-31,employed,306,16538.62,A017420
P001681,2025-12-31,employed,253,14681.86,A014105
P001683,2025-12-31,employed,317,23451.47,A004677
P001687,2025-12-31,employed,245,37967.52,A003679
P001688,2025-12-31,marginal,132,3255.95,A003679
P001690,2025-12-31,employed,365,40921.41,A005605
P001691,2025-12-31,employed,365,26021.57,A010991
P001695,2025-12-31,self_employed,247,6704.55,A000025
P001699,2025-12-31,employed,253,22246.07,A014731
P001701,2025-12-31,employed,248,52691.62,A014731
P001702,2025-12-31,employed,212,23884.63,A012022
P001706,2025-12-31,employed,224,41925.06,A013033
P001710,2025-12-31,employed,262,19201.98,A001944
P001713,2025-12-31,marginal,56,3799.64,A013942
P001717,2025-12-31,employed,276,48859.49,A001222
P001718,2025-12-31,self_employed,246,4327.32,A001222
P001719,2025-12-31,employed,267,13293.84,A008171
P001720,2025-12-31,employed,225,17482.21,A014515
P001722,2025-12-31,employed,261,51754.78,A010813
P001727,2025-12-31,employed,252,22465.69,A014878
P001730,2025-12-31,employed,305,18599.01,A006795
P001731,2025-12-31,employed,267,13754.33,A003313
P001734,2025-12-31,employed,172,32401.49,A003313
P001735,2025-12-31,employed,345,30932.26,A013328
P001738,2025-12-31,self_employed,314,37451.55,A008091
P001739,2025-12-31,employed,276,14000.8,A008091
P001741,2025-12-31,employed,330,42650.33,A005662
P001745,2025-12-31,employed,330,24721.95,A010362
P001748,2025-12-31,employed,191,31724.61,A010362
P001752,2025-12-31,employed,235,32665.29,A004573
P001756,2025-12-31,employed,333,20549.13,A015994
P001757,2025-12-31,self_employed,197,35178.7,A002966
P001759,2025-12-31,employed,243,13617.73,A010454
P001760,2025-12-31,employed,341,22021.9,A010454
P001761,2025-12-31,employed,241,35585.12,A005884
P001762,2025-12-31,employed,329,44417.43,A005884
P001763,2025-12-31,employed,335,36429.41,A013390
P001764,2025-12-31,employed,363,37484.56,A013390
P001766,2025-12-31,self_employed,298,43139.05,A017460
P001771,2025-12-31,employed,365,27266.96,A012584
P001772,2025-12-31,employed,241,47503.74,A001619
P001775,2025-12-31,self_employed,296,22926.7,A003396
P001781,2025-12-31,employed,313,23803.86,A008703
P001782,2025-12-31,employed,275,12186.82,A008703
P001783,2025-12-31,self_employed,229,28010.99,A008703
P001786,2025-12-31,employed,223,17265.79,A011869
P001791,2025-12-31,employed,291,14691.04,A003584
P001792,2025-12-31,employed,365,16715.17,A003584
P001795,2025-12-31,employed,365,10516.42,A003584
P001796,2025-12-31,employed,358,21316.56,A014582
P001797,2025-12-31,employed,332,24689.13,A014582
P001800,2025-12-31,employed,365,15746.27,A014582
P001802,2025-12-31,self_employed,185,51310.34,A015354
P001808,2025-12-31,marginal,93,5034.29,A004456
P001809,2025-12-31,employed,360,26253.92,A017247
P001813,2025-12-31,marginal,56,8043.29,A005973
P001814,2025-12-31,employed,293,30074.04,A005973
P001816,2025-12-31,employed,267,29510.41,A014737
P001818,2025-12-31,employed,243,39920.93,A002894
P001821,2025-12-31,employed,312,24893,A012257
P001823,2025-12-31,employed,263,32743.49,A007562
P001825,2025-12-31,marginal,7,2488.66,A010986
P001826,2025-12-31,marginal,83,3790.75,A010986
P001827,2025-12-31,employed,314,22052.7,A010986
P001830,2025-12-31,marginal,195,11441.82,A004264
P001831,2025-12-31,employed,306,18504.34,A004680
P001833,2025-12-31,employed,236,25351.85,A010077
P001835,2025-12-31,employed,243,44331.95,A014828
P001837,2025-12-31,employed,320,33803.06,A015582
P001838,2025-12-31,employed,336,16224.74,A001471
P001843,2025-12-31,employed,216,27840.62,A011747
P001846,2025-12-31,employed,261,22034.77,A007419
P001848,2025-12-31,employed,234,42010.9,A000527
P001849,2025-12-31,employed,236,31352.37,A000527
P001851,2025-12-31,marginal,54,2838.28,A014086
P001852,2025-12-31,self_employed,357,48218.22,A010106
P001854,2025-12-31,marginal,29,4206.39,NA
P001856,2025-12-31,marginal,95,2564.75,A006202
P001857,2025-12-31,employed,365,33862.72,A006105
P001863,2025-12-31,employed,289,30441.8,A010435
P001864,2025-12-31,self_employed,252,86172.59,A003835
P001865,2025-12-31,marginal,120,6806.69,A003835
P001866,2025-12-31,employed,274,26334.59,A013640
P001871,2025-12-31,employed,212,25435.75,A010326
P001872,2025-12-31,employed,215,18224.18,A014769
P001874,2025-12-31,employed,164,22169.88,A005421
P001876,2025-12-31,employed,260,65573.53,A015386
P001879,2025-12-31,employed,311,30153.88,A005373
P001880,2025-12-31,employed,227,51707.35,A005373
P001881,2025-12-31,employed,299,17671.01,A005373
P001882,2025-12-31,employed,267,39897.58,A016462
P001884,2025-12-31,self_employed,229,7647.92,A010466
P001892,2025-12-31,employed,279,30694.36,A010528
P001893,2025-12-31,employed,279,29345.79,A004906
P001895,2025-12-31,marginal,167,5023.55,A006603
P001896,2025-12-31,marginal,119,5874.97,A001845
P001897,2025-12-31,employed,254,21150.81,A001845
P001899,2025-12-31,employed,309,54942.84,A001845
P001900,2025-12-31,no_record,0,0,NA
P001903,2025-12-31,marginal,59,4915.09,A009315
P001904,2025-12-31,marginal,35,7278.23,A009315
P001905,2025-12-31,employed,310,24601.45,A016322
P001907,2025-12-31,employed,337,18092.57,A004684
P001908,2025-12-31,employed,356,35685.39,A006737
P001910,2025-12-31,employed,268,10820.69,A006737
P001917,2025-12-31,employed,281,34868.61,A014131
P001918,2025-12-31,employed,315,25656.14,A014131
P001922,2025-12-31,employed,270,25284.29,A000867
P001928,2025-12-31,employed,365,15824.34,A012093
P001929,2025-12-31,employed,146,29730.43,A012093
P001931,2025-12-31,employed,265,12136.62,A012093
P001937,2025-12-31,employed,257,48638.16,A004650
P001940,2025-12-31,self_employed,318,20746.8,A010914
P001943,2025-12-31,employed,302,25137.84,A010883
P001946,2025-12-31,employed,359,23221.4,A010883
P001952,2025-12-31,employed,289,44979.56,A017635
P001953,2025-12-31,employed,304,18237.7,A017635
P001954,2025-12-31,employed,197,25841.53,A002759
P001960,2025-12-31,employed,280,30773.77,A000408
P001962,2025-12-31,employed,313,23153,A014862
P001969,2025-12-31,employed,281,11845.97,A005781
P001970,2025-12-31,employed,320,44270.4,A010877
P001978,2025-12-31,self_employed,344,18559.8,A000740
P001979,2025-12-31,self_employed,180,10781.7,A004516
P001980,2025-12-31,employed,330,20934.41,A015583
P001983,2025-12-31,marginal,73,3391.89,A010492
P001987,2025-12-31,employed,270,63678.34,A006020
P001988,2025-12-31,employed,277,25160.72,A017764
P001991,2025-12-31,employed,291,17003.93,A000200
P001996,2025-12-31,self_employed,87,106104.31,A011096
P001997,2025-12-31,employed,274,30540.06,A009503
P001998,2025-12-31,employed,260,23920.63,A010352
P002000,2025-12-31,employed,236,32348.49,A005841
P002002,2025-12-31,marginal,73,5357.11,A005841
P002003,2025-12-31,employed,307,41118.47,A012423
P002004,2025-12-31,employed,365,33379.53,A012423
P002005,2025-12-31,employed,254,19237.75,A012423
P002007,2025-12-31,employed,365,21116.3,A016673
P002009,2025-12-31,employed,275,20329.97,A009341
P002011,2025-12-31,employed,230,25127.93,NA
P002016,2025-12-31,employed,261,38068.24,A012436
P002017,2025-12-31,employed,365,18330.5,A011519
P002018,2025-12-31,employed,318,42478.08,A011519
P002024,2025-12-31,employed,280,24418.28,A002167
P002028,2025-12-31,employed,234,13927.08,A000154
P002035,2025-12-31,employed,355,27678.88,A010377
P002041,2025-12-31,employed,303,23084.74,NA
P002045,2025-12-31,employed,300,13456.9,A003629
P002046,2025-12-31,employed,336,23900.53,A012108
P002047,2025-12-31,employed,325,58394.27,A012108
P002049,2025-12-31,employed,320,18173.84,A017549
P002051,2025-12-31,self_employed,164,11372.55,A002982
P002052,2025-12-31,employed,281,31531.42,A005066
P002054,2025-12-31,no_record,0,0,A012649
P002059,2025-12-31,self_employed,268,30395.51,A008453
P002060,2025-12-31,employed,336,24740.95,A008453
P002065,2025-12-31,employed,350,16126.51,A005814
P002066,2025-12-31,employed,317,28937.19,A005814
P002068,2025-12-31,employed,229,21367.21,NA
P002070,2025-12-31,employed,251,35860.88,A013941
P002072,2025-12-31,marginal,165,4561.35,A006404
P002073,2025-12-31,employed,324,15340.34,A006404
P002074,2025-12-31,marginal,127,5748.71,A015165
P002076,2025-12-31,employed,365,44578.91,A015165
P002077,2025-12-31,employed,332,29746.69,A015165
P002082,2025-12-31,employed,323,27832.58,A002575
P002086,2025-12-31,employed,333,36173.87,A001795
P002088,2025-12-31,employed,202,43134,A014190
P002092,2025-12-31,employed,261,61665.83,A010543
P002093,2025-12-31,employed,268,12762.88,A004790
P002094,2025-12-31,employed,236,38042.05,A004790
P002097,2025-12-31,marginal,138,4080.36,A011408
P002101,2025-12-31,employed,326,18070.86,A001257
