person_id,true_resident,sex,age,age_group,citizenship_group,true_household_id,true_address_id,true_region_code,true_municipality_code,former_household_id,former_address_id,former_region_code,former_municipality_code,departure_date_true,in_population_register,coverage_status_true,overcoverage_flag_true,undercoverage_flag_true,registered_household_id_sim,registered_address_id_sim,registered_region_code_sim,registered_municipality_code_sim
P000198,1,F,43,40-64,DE,H000092,A004569,R05,R05-M02,,,,,,1,correctly_registered,0,0,H000092,A004569,R05,R05-M02
P000199,1,M,23,18-24,DE,H000093,A007152,R06,R06-M02,,,,,,1,correctly_registered,0,0,H000093,A007152,R06,R06-M02
P000200,1,F,38,25-39,DE,H000093,A007152,R06,R06-M02,,,,,,1,correctly_registered,0,0,H000093,A007152,R06,R06-M02
P000201,1,M,1,0-5,DE,H000094,A010417,R10,R10-M04,,,,,,1,correctly_registered,0,0,H000094,A010417,R10,R10-M04
P000202,1,M,8,6-17,DE,H000095,A014681,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000095,A014681,R12,R12-M01
P000203,1,M,5,0-5,DE,H000095,A014681,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000095,A014681,R12,R12-M01
P000204,1,M,40,40-64,DE,H000095,A014681,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000095,A014681,R12,R12-M01
P000205,1,M,26,25-39,DE,H000095,A014681,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000095,A014681,R12,R12-M01
P000206,1,F,18,18-24,DE,H000096,A005125,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000096,A005125,R09,R09-M04
P000207,1,M,9,6-17,DE,H000096,A005125,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000096,A005125,R09,R09-M04
P000208,1,M,48,40-64,DE,H000096,A005125,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000096,A005125,R09,R09-M04
P000209,1,F,91,80+,DE,H000096,A005125,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000096,A005125,R09,R09-M04
P000210,1,M,36,25-39,DE,H000097,A011944,R02,R02-M03,,,,,,1,correctly_registered,0,0,H000097,A011944,R02,R02-M03
P000211,1,M,70,65-79,DE,H000098,A003570,R09,R09-M03,,,,,,1,correctly_registered,0,0,H000098,A003570,R09,R09-M03
P000212,1,M,71,65-79,DE,H000099,A002051,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000099,A002051,R01,R01-M04
P000213,1,M,26,25-39,DE,H000100,A012717,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000100,A012717,R09,R09-M02
P000214,1,F,13,6-17,DE,H000100,A012717,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000100,A012717,R09,R09-M02
P000215,1,F,20,18-24,EU,H000101,A013624,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000101,A013624,R12,R12-M03
P000216,1,M,31,25-39,DE,H000101,A013624,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000101,A013624,R12,R12-M03
P000217,1,M,75,65-79,DE,H000101,A013624,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000101,A013624,R12,R12-M03
P000218,1,M,94,80+,Non-EU,H000101,A013624,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000101,A013624,R12,R12-M03
P000219,1,M,93,80+,DE,H000102,A001001,R03,R03-M04,,,,,,1,correctly_registered,0,0,H000102,A001001,R03,R03-M04
P000220,1,F,56,40-64,DE,H000103,A007174,R10,R10-M02,,,,,,1,correctly_registered,0,0,H000103,A007174,R10,R10-M02
P000221,1,M,42,40-64,DE,H000104,A000807,R12,R12-M02,,,,,,1,correctly_registered,0,0,H000104,A000807,R12,R12-M02
P000222,1,M,77,65-79,EU,H000104,A000807,R12,R12-M02,,,,,,1,correctly_registered,0,0,H000104,A000807,R12,R12-M02
P000223,1,M,64,40-64,Non-EU,H000105,A016152,R02,R02-M03,,,,,,1,correctly_registered,0,0,H000105,A016152,R02,R02-M03
P000224,1,M,16,6-17,DE,H000106,A008195,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000106,A008195,R05,R05-M01
P000225,1,M,52,40-64,DE,H000106,A008195,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000106,A008195,R05,R05-M01
P000226,1,M,4,0-5,DE,H000106,A008195,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000106,A008195,R05,R05-M01
P000227,1,M,56,40-64,DE,H000106,A008195,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000106,A008195,R05,R05-M01
P000228,1,F,20,18-24,DE,H000107,A010558,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000107,A010558,R02,R02-M04
P000229,1,M,56,40-64,EU,H000107,A010558,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000107,A010558,R02,R02-M04
P000230,1,F,57,40-64,DE,H000107,A010558,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000107,A010558,R02,R02-M04
P000231,1,M,56,40-64,DE,H000108,A010192,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000108,A010192,R02,R02-M04
P000232,1,F,70,65-79,DE,H000108,A010192,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000108,A010192,R02,R02-M04
P000233,1,M,48,40-64,EU,H000109,A010333,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000109,A010333,R05,R05-M01
P000234,1,M,1,0-5,DE,H000109,A010333,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000109,A010333,R05,R05-M01
P000235,1,F,56,40-64,DE,H000109,A010333,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000109,A010333,R05,R05-M01
P000236,1,F,34,25-39,EU,H000109,A010333,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000109,A010333,R05,R05-M01
P000237,1,M,45,40-64,DE,H000110,A016562,R07,R07-M03,,,,,,1,correctly_registered,0,0,H000110,A016562,R07,R07-M03
P000238,1,M,4,0-5,DE,H000110,A016562,R07,R07-M03,,,,,,1,correctly_registered,0,0,H000110,A016562,R07,R07-M03
P000239,1,F,18,18-24,DE,H000111,A012327,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000111,A012327,R01,R01-M04
P000240,1,F,44,40-64,DE,H000111,A012327,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000111,A012327,R01,R01-M04
P000241,1,F,93,80+,DE,H000111,A012327,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000111,A012327,R01,R01-M04
P000242,1,M,78,65-79,DE,H000111,A012327,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000111,A012327,R01,R01-M04
P000243,1,F,64,40-64,DE,H000112,A007355,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000112,A007355,R02,R02-M04
P000244,1,F,32,25-39,DE,H000112,A007355,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000112,A007355,R02,R02-M04
P000245,1,M,82,80+,DE,H000113,A012232,R04,R04-M02,,,,,,1,correctly_registered,0,0,H000113,A012232,R04,R04-M02
P000246,1,F,93,80+,DE,H000113,A012232,R04,R04-M02,,,,,,1,correctly_registered,0,0,H000113,A012232,R04,R04-M02
P000247,1,M,61,40-64,DE,H000114,A010221,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000114,A010221,R12,R12-M03
P000248,1,M,31,25-39,DE,H000114,A010221,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000114,A010221,R12,R12-M03
P000249,1,F,62,40-64,EU,H000115,A006151,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000115,A006151,R02,R02-M04
P000250,1,M,23,18-24,DE,H000115,A006151,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000115,A006151,R02,R02-M04
P000251,1,F,26,25-39,DE,H000116,A000541,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000116,A000541,R01,R01-M03
P000252,1,M,43,40-64,EU,H000117,A003934,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000117,A003934,R01,R01-M01
P000253,1,F,45,40-64,DE,H000117,A003934,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000117,A003934,R01,R01-M01
P000254,1,M,1,0-5,DE,H000118,A009316,R07,R07-M02,,,,,,1,correctly_registered,0,0,H000118,A009316,R07,R07-M02
P000255,1,F,75,65-79,DE,H000118,A009316,R07,R07-M02,,,,,,1,correctly_registered,0,0,H000118,A009316,R07,R07-M02
P000256,1,F,54,40-64,Non-EU,H000119,A006787,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000119,A006787,R02,R02-M04
P000257,1,F,23,18-24,EU,H000119,A006787,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000119,A006787,R02,R02-M04
P000258,1,M,76,65-79,DE,H000119,A006787,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000119,A006787,R02,R02-M04
P000259,1,F,77,65-79,DE,H000120,A002105,R12,R12-M02,,,,,,1,correctly_registered,0,0,H000120,A002105,R12,R12-M02
P000260,1,M,13,6-17,DE,H000120,A002105,R12,R12-M02,,,,,,1,correctly_registered,0,0,H000120,A002105,R12,R12-M02
P000261,1,F,46,40-64,EU,H000121,A015861,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000121,A015861,R09,R09-M02
P000262,1,M,38,25-39,DE,H000121,A015861,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000121,A015861,R09,R09-M02
P000263,1,F,95,80+,EU,H000122,A014744,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000122,A014744,R05,R05-M01
P000264,1,M,36,25-39,DE,H000122,A014744,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000122,A014744,R05,R05-M01
P000265,1,M,73,65-79,EU,H000123,A014496,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000123,A014496,R09,R09-M02
P000266,1,M,49,40-64,DE,H000124,A006705,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000124,A006705,R11,R11-M02
P000267,1,M,19,18-24,DE,H000124,A006705,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000124,A006705,R11,R11-M02
P000268,1,F,49,40-64,DE,H000124,A006705,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000124,A006705,R11,R11-M02
P000269,1,M,19,18-24,DE,H000124,A006705,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000124,A006705,R11,R11-M02
P000270,1,F,76,65-79,DE,H000125,A007831,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000125,A007831,R01,R01-M04
P000271,1,F,55,40-64,DE,H000126,A006528,R02,R02-M03,,,,,,1,correctly_registered,0,0,H000126,A006528,R02,R02-M03
P000272,1,F,44,40-64,EU,H000126,A006528,R02,R02-M03,,,,,,1,correctly_registered,0,0,H000126,A006528,R02,R02-M03
P000273,1,F,40,40-64,DE,H000126,A006528,R02,R02-M03,,,,,,1,correctly_registered,0,0,H000126,A006528,R02,R02-M03
P000274,1,M,45,40-64,DE,H000127,A009970,R05,R05-M03,,,,,,1,correctly_registered,0,0,H000127,A009970,R05,R05-M03
P000275,1,M,51,40-64,DE,H000127,A009970,R05,R05-M03,,,,,,1,correctly_registered,0,0,H000127,A009970,R05,R05-M03
P000276,1,M,26,25-39,DE,H000128,A015159,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000128,A015159,R12,R12-M01
P000277,1,M,21,18-24,DE,H000129,A006643,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000129,A006643,R12,R12-M04
P000278,1,M,6,6-17,DE,H000129,A006643,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000129,A006643,R12,R12-M04
P000279,1,F,46,40-64,DE,H000129,A006643,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000129,A006643,R12,R12-M04
P000280,1,F,10,6-17,DE,H000130,A000978,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000130,A000978,R11,R11-M02
P000281,1,M,56,40-64,DE,H000130,A000978,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000130,A000978,R11,R11-M02
P000282,1,F,23,18-24,DE,H000130,A000978,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000130,A000978,R11,R11-M02
P000283,1,M,42,40-64,DE,H000130,A000978,R11,R11-M02,,,,,,1,correctly_registered,0,0,H000130,A000978,R11,R11-M02
P000284,1,F,13,6-17,DE,H000131,A012971,R06,R06-M04,,,,,,1,correctly_registered,0,0,H000131,A012971,R06,R06-M04
P000285,1,F,78,65-79,EU,H000131,A012971,R06,R06-M04,,,,,,1,correctly_registered,0,0,H000131,A012971,R06,R06-M04
P000286,1,M,59,40-64,DE,H000132,A006910,R04,R04-M01,,,,,,1,correctly_registered,0,0,H000132,A006910,R04,R04-M01
P000287,1,M,28,25-39,DE,H000132,A006910,R04,R04-M01,,,,,,1,correctly_registered,0,0,H000132,A006910,R04,R04-M01
P000288,1,M,15,6-17,DE,H000132,A006910,R04,R04-M01,,,,,,1,correctly_registered,0,0,H000132,A006910,R04,R04-M01
P000289,1,F,80,80+,DE,H000133,A012254,R01,R01-M02,,,,,,1,correctly_registered,0,0,H000133,A012254,R01,R01-M02
P000290,1,F,80,80+,DE,H000134,A017716,R05,R05-M02,,,,,,1,correctly_registered,0,0,H000134,A017716,R05,R05-M02
P000291,1,M,46,40-64,DE,H000134,A017716,R05,R05-M02,,,,,,1,correctly_registered,0,0,H000134,A017716,R05,R05-M02
P000292,1,F,48,40-64,DE,H000135,A006143,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000135,A006143,R12,R12-M04
P000293,1,F,7,6-17,DE,H000135,A006143,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000135,A006143,R12,R12-M04
P000294,1,M,77,65-79,DE,H000136,A000855,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000136,A000855,R01,R01-M03
P000295,1,F,19,18-24,DE,H000136,A000855,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000136,A000855,R01,R01-M03
P000296,1,F,27,25-39,DE,H000137,A006732,R10,R10-M04,,,,,,1,correctly_registered,0,0,H000137,A006732,R10,R10-M04
P000297,1,F,7,6-17,DE,H000137,A006732,R10,R10-M04,,,,,,1,correctly_registered,0,0,H000137,A006732,R10,R10-M04
P000298,1,F,15,6-17,DE,H000138,A004113,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000138,A004113,R05,R05-M01
P000299,1,F,49,40-64,DE,H000139,A012876,R11,R11-M03,,,,,,1,correctly_registered,0,0,H000139,A012876,R11,R11-M03
P000300,1,M,9,6-17,DE,H000139,A012876,R11,R11-M03,,,,,,1,correctly_registered,0,0,H000139,A012876,R11,R11-M03
P000301,1,F,46,40-64,DE,H000140,A000336,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000140,A000336,R05,R05-M01
P000302,1,M,2,0-5,DE,H000140,A000336,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000140,A000336,R05,R05-M01
P000303,1,M,53,40-64,Non-EU,H000140,A000336,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000140,A000336,R05,R05-M01
P000304,1,F,44,40-64,DE,H000140,A000336,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000140,A000336,R05,R05-M01
P000305,1,F,88,80+,DE,H000141,A012609,R07,R07-M01,,,,,,1,correctly_registered,0,0,H000141,A012609,R07,R07-M01
P000306,1,M,59,40-64,DE,H000142,A007673,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000142,A007673,R12,R12-M01
P000307,1,M,79,65-79,DE,H000142,A007673,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000142,A007673,R12,R12-M01
P000308,1,F,41,40-64,DE,H000143,A004487,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000143,A004487,R12,R12-M01
P000309,1,M,18,18-24,EU,H000143,A004487,R12,R12-M01,,,,,,1,correctly_registered,0,0,H000143,A004487,R12,R12-M01
P000310,1,M,5,0-5,DE,H000144,A000986,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000144,A000986,R05,R05-M01
P000311,1,F,1,0-5,DE,H000145,A000276,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000145,A000276,R12,R12-M04
P000312,1,F,2,0-5,EU,H000146,A012346,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000146,A012346,R01,R01-M01
P000313,1,M,30,25-39,DE,H000146,A012346,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000146,A012346,R01,R01-M01
P000314,1,F,71,65-79,DE,H000147,A017421,R03,R03-M03,,,,,,1,correctly_registered,0,0,H000147,A017421,R03,R03-M03
P000315,1,F,60,40-64,DE,H000147,A017421,R03,R03-M03,,,,,,1,correctly_registered,0,0,H000147,A017421,R03,R03-M03
P000316,1,F,36,25-39,EU,H000147,A017421,R03,R03-M03,,,,,,1,correctly_registered,0,0,H000147,A017421,R03,R03-M03
P000317,1,M,25,25-39,DE,H000147,A017421,R03,R03-M03,,,,,,1,correctly_registered,0,0,H000147,A017421,R03,R03-M03
P000318,1,M,77,65-79,DE,H000148,A003007,R04,R04-M03,,,,,,1,correctly_registered,0,0,H000148,A003007,R04,R04-M03
P000319,1,F,45,40-64,DE,H000149,A010353,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000149,A010353,R02,R02-M01
P000320,1,F,70,65-79,DE,H000149,A010353,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000149,A010353,R02,R02-M01
P000321,1,F,70,65-79,DE,H000149,A010353,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000149,A010353,R02,R02-M01
P000322,1,F,19,18-24,DE,H000149,A010353,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000149,A010353,R02,R02-M01
P000323,1,F,28,25-39,DE,H000150,A003235,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000150,A003235,R01,R01-M03
P000324,1,M,49,40-64,DE,H000151,A016156,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000151,A016156,R09,R09-M04
P000325,1,F,32,25-39,EU,H000152,A001673,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000152,A001673,R02,R02-M01
P000326,1,F,58,40-64,DE,H000152,A001673,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000152,A001673,R02,R02-M01
P000327,1,M,47,40-64,DE,H000153,A004595,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000153,A004595,R12,R12-M04
P000328,1,F,13,6-17,EU,H000153,A004595,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000153,A004595,R12,R12-M04
P000329,1,F,50,40-64,DE,H000153,A004595,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000153,A004595,R12,R12-M04
P000330,1,M,59,40-64,DE,H000153,A004595,R12,R12-M04,,,,,,1,correctly_registered,0,0,H000153,A004595,R12,R12-M04
P000331,1,M,64,40-64,DE,H000154,A013948,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000154,A013948,R09,R09-M02
P000332,1,F,32,25-39,DE,H000154,A013948,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000154,A013948,R09,R09-M02
P000333,1,M,12,6-17,DE,H000154,A013948,R09,R09-M02,,,,,,1,correctly_registered,0,0,H000154,A013948,R09,R09-M02
P000334,1,M,13,6-17,DE,H000155,A008249,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000155,A008249,R01,R01-M01
P000335,1,M,28,25-39,DE,H000155,A008249,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000155,A008249,R01,R01-M01
P000336,1,F,0,0-5,DE,H000155,A008249,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000155,A008249,R01,R01-M01
P000337,1,F,42,40-64,DE,H000155,A008249,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000155,A008249,R01,R01-M01
P000338,1,M,40,40-64,DE,H000156,A014329,R02,R02-M01,,,,,,1,correctly_registered,0,0,H000156,A014329,R02,R02-M01
P000339,1,F,46,40-64,DE,H000157,A009615,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000157,A009615,R02,R02-M02
P000340,1,F,45,40-64,DE,H000157,A009615,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000157,A009615,R02,R02-M02
P000341,1,F,68,65-79,DE,H000158,A015919,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000158,A015919,R01,R01-M01
P000342,1,F,72,65-79,DE,H000159,A015000,R05,R05-M04,,,,,,1,correctly_registered,0,0,H000159,A015000,R05,R05-M04
P000343,1,F,2,0-5,DE,H000159,A015000,R05,R05-M04,,,,,,1,correctly_registered,0,0,H000159,A015000,R05,R05-M04
P000344,1,M,34,25-39,DE,H000160,A000771,R12,R12-M02,,,,,,1,correctly_registered,0,0,H000160,A000771,R12,R12-M02
P000345,1,F,94,80+,DE,H000161,A000194,R10,R10-M04,,,,,,1,correctly_registered,0,0,H000161,A000194,R10,R10-M04
P000346,1,M,65,65-79,DE,H000162,A003131,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000162,A003131,R01,R01-M01
P000347,1,F,30,25-39,DE,H000163,A011309,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000163,A011309,R01,R01-M03
P000348,1,M,39,25-39,DE,H000163,A011309,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000163,A011309,R01,R01-M03
P000349,1,F,12,6-17,DE,H000164,A001139,R10,R10-M02,,,,,,1,correctly_registered,0,0,H000164,A001139,R10,R10-M02
P000350,1,F,43,40-64,Non-EU,H000164,A001139,R10,R10-M02,,,,,,1,correctly_registered,0,0,H000164,A001139,R10,R10-M02
P000351,1,M,52,40-64,DE,H000164,A001139,R10,R10-M02,,,,,,1,correctly_registered,0,0,H000164,A001139,R10,R10-M02
P000352,1,F,64,40-64,DE,H000164,A001139,R10,R10-M02,,,,,,1,correctly_registered,0,0,H000164,A001139,R10,R10-M02
P000353,1,M,19,18-24,EU,H000165,A003439,R10,R10-M01,,,,,,1,correctly_registered,0,0,H000165,A003439,R10,R10-M01
P000354,1,M,29,25-39,EU,H000165,A003439,R10,R10-M01,,,,,,1,correctly_registered,0,0,H000165,A003439,R10,R10-M01
P000355,1,F,11,6-17,EU,H000165,A003439,R10,R10-M01,,,,,,0,undercoverage,0,1,H000165,A003439,R10,R10-M01
P000356,1,F,40,40-64,EU,H000166,A007656,R12,R12-M03,,,,,,1,correctly_registered,0,0,H000166,A007656,R12,R12-M03
P000357,1,M,46,40-64,Non-EU,H000167,A014213,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000167,A014213,R09,R09-M04
P000358,1,F,47,40-64,DE,H000168,A001918,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000168,A001918,R02,R02-M02
P000359,1,F,23,18-24,DE,H000168,A001918,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000168,A001918,R02,R02-M02
P000360,1,M,78,65-79,Non-EU,H000168,A001918,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000168,A001918,R02,R02-M02
P000361,1,M,29,25-39,DE,H000169,A016774,R10,R10-M01,,,,,,1,correctly_registered,0,0,H000169,A016774,R10,R10-M01
P000362,1,M,9,6-17,DE,H000169,A016774,R10,R10-M01,,,,,,1,correctly_registered,0,0,H000169,A016774,R10,R10-M01
P000363,1,M,64,40-64,EU,H000169,A016774,R10,R10-M01,,,,,,1,correctly_registered,0,0,H000169,A016774,R10,R10-M01
P000364,1,M,77,65-79,EU,H000170,A011160,R08,R08-M01,,,,,,1,correctly_registered,0,0,H000170,A011160,R08,R08-M01
P000365,1,M,5,0-5,DE,H000170,A011160,R08,R08-M01,,,,,,1,correctly_registered,0,0,H000170,A011160,R08,R08-M01
P000366,1,M,33,25-39,DE,H000171,A002500,R05,R05-M01,,,,,,1,correctly_registered,0,0,H000171,A002500,R05,R05-M01
P000367,1,M,19,18-24,DE,H000172,A014108,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000172,A014108,R09,R09-M04
P000368,1,F,67,65-79,DE,H000172,A014108,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000172,A014108,R09,R09-M04
P000369,1,M,90,80+,DE,H000172,A014108,R09,R09-M04,,,,,,1,correctly_registered,0,0,H000172,A014108,R09,R09-M04
P000370,1,F,84,80+,EU,H000173,A015101,R07,R07-M03,,,,,,1,correctly_registered,0,0,H000173,A015101,R07,R07-M03
P000371,1,F,56,40-64,Non-EU,H000174,A010496,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000174,A010496,R01,R01-M04
P000372,1,F,48,40-64,Non-EU,H000174,A010496,R01,R01-M04,,,,,,1,correctly_registered,0,0,H000174,A010496,R01,R01-M04
P000373,1,M,63,40-64,EU,H000175,A017700,R11,R11-M01,,,,,,1,correctly_registered,0,0,H000175,A017700,R11,R11-M01
P000374,1,M,9,6-17,DE,H000175,A017700,R11,R11-M01,,,,,,1,correctly_registered,0,0,H000175,A017700,R11,R11-M01
P000375,1,F,1,0-5,DE,H000175,A017700,R11,R11-M01,,,,,,1,correctly_registered,0,0,H000175,A017700,R11,R11-M01
P000376,1,M,17,6-17,DE,H000175,A017700,R11,R11-M01,,,,,,1,correctly_registered,0,0,H000175,A017700,R11,R11-M01
P000377,1,F,55,40-64,DE,H000176,A005671,R09,R09-M03,,,,,,1,correctly_registered,0,0,H000176,A005671,R09,R09-M03
P000378,1,M,61,40-64,DE,H000176,A005671,R09,R09-M03,,,,,,1,correctly_registered,0,0,H000176,A005671,R09,R09-M03
P000379,1,F,58,40-64,DE,H000177,A002848,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000177,A002848,R02,R02-M04
P000380,1,M,3,0-5,DE,H000177,A002848,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000177,A002848,R02,R02-M04
P000381,1,F,59,40-64,DE,H000177,A002848,R02,R02-M04,,,,,,1,correctly_registered,0,0,H000177,A002848,R02,R02-M04
P000382,1,M,40,40-64,DE,H000178,A011666,R11,R11-M03,,,,,,1,correctly_registered,0,0,H000178,A011666,R11,R11-M03
P000383,1,M,24,18-24,DE,H000178,A011666,R11,R11-M03,,,,,,1,correctly_registered,0,0,H000178,A011666,R11,R11-M03
P000384,1,M,3,0-5,EU,H000179,A003144,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000179,A003144,R01,R01-M03
P000385,1,F,57,40-64,EU,H000179,A003144,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000179,A003144,R01,R01-M03
P000386,1,M,71,65-79,DE,H000179,A003144,R01,R01-M03,,,,,,1,correctly_registered,0,0,H000179,A003144,R01,R01-M03
P000387,1,F,2,0-5,EU,H000180,A000057,R06,R06-M02,,,,,,1,correctly_registered,0,0,H000180,A000057,R06,R06-M02
P000388,1,F,27,25-39,DE,H000181,A015258,R08,R08-M03,,,,,,1,correctly_registered,0,0,H000181,A015258,R08,R08-M03
P000389,1,F,27,25-39,DE,H000181,A015258,R08,R08-M03,,,,,,1,correctly_registered,0,0,H000181,A015258,R08,R08-M03
P000390,1,M,25,25-39,DE,H000181,A015258,R08,R08-M03,,,,,,1,correctly_registered,0,0,H000181,A015258,R08,R08-M03
P000391,1,M,24,18-24,DE,H000181,A015258,R08,R08-M03,,,,,,1,correctly_registered,0,0,H000181,A015258,R08,R08-M03
P000392,1,M,12,6-17,EU,H000182,A017465,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000182,A017465,R01,R01-M01
P000393,1,M,18,18-24,EU,H000182,A017465,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000182,A017465,R01,R01-M01
P000394,1,F,17,6-17,DE,H000182,A017465,R01,R01-M01,,,,,,1,correctly_registered,0,0,H000182,A017465,R01,R01-M01
P000395,1,F,70,65-79,DE,H000183,A006867,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000183,A006867,R02,R02-M02
P000396,1,M,64,40-64,DE,H000183,A006867,R02,R02-M02,,,,,,1,correctly_registered,0,0,H000183,A006867,R02,R02-M02
P000397,1,F,57,40-64,DE,H000184,A002787,R05,R05-M04,,,,,,1,correctly_registered,0,0,H000184,A002787,R05,R05-M04
