person_id,school_year,enrolment_flag,institution_type,contact_address_id
P004326,2025/2026,1,vocational_school,A007179
P004328,2025/2026,1,vocational_school,A005004
P004336,2025/2026,1,school,A016122
P004340,2025/2026,1,school,A007044
P004350,2025/2026,1,university,A014258
P004360,2025/2026,1,vocational_school,A007743
P004363,2025/2026,1,university,A006229
P004364,2025/2026,1,university,A006229
P004367,2025/2026,1,school,A013610
P004371,2025/2026,1,school,A013795
P004372,2025/2026,1,school,
P004376,2025/2026,1,school,A009469
P004385,2025/2026,1,school,A009966
P004392,2025/2026,1,vocational_school,A011039
P004398,2025/2026,1,school,A008967
P004412,2025/2026,1,school,
P004415,2025/2026,1,university,A016570
P004423,2025/2026,1,school,A007061
P004425,2025/2026,1,vocational_school,A008889
P004426,2025/2026,1,school,A008889
P004440,2025/2026,1,school,A014953
P004442,2025/2026,1,school,A001030
P004443,2025/2026,1,,A001030
P004454,2025/2026,1,vocational_school,A010226
P004458,2025/2026,1,school,A015369
P004459,2025/2026,1,school,A015041
P004460,2025/2026,1,vocational_school,A015041
P004462,2025/2026,1,school,A016401
P004467,2025/2026,1,school,A008255
P004477,2025/2026,1,school,A013118
P004490,2025/2026,1,school,A013301
P004500,2025/2026,1,school,A007729
P004503,2025/2026,1,school,A007524
P004505,2025/2026,1,school,A007524
P004506,2025/2026,1,school,A005421
P004520,2025/2026,1,vocational_school,A001111
P004535,2025/2026,1,vocational_school,A009274
P004539,2025/2026,1,school,A013688
P004543,2025/2026,1,,A003423
P004544,2025/2026,1,vocational_school,A003423
P004564,2025/2026,1,school,A009832
P004566,2025/2026,1,vocational_school,A002559
P004572,2025/2026,1,school,A000580
P004581,2025/2026,1,school,A015304
P004592,2025/2026,1,school,A009268
P004597,2025/2026,1,school,A005206
P004603,2025/2026,1,school,A004083
P004604,2025/2026,1,vocational_school,A004083
P004607,2025/2026,1,school,A002832
P004611,2025/2026,1,school,A006161
P004620,2025/2026,1,university,A013132
P004621,2025/2026,1,school,A006908
P004627,2025/2026,1,,A001479
P004632,2025/2026,1,vocational_school,A013104
P004639,2025/2026,1,university,
P004641,2025/2026,1,school,A001264
P004642,2025/2026,1,school,A001264
P004647,2025/2026,1,,A015989
P004648,2025/2026,1,university,A015989
P004671,2025/2026,1,vocational_school,A006289
P004681,2025/2026,1,vocational_school,A013562
P004682,2025/2026,1,school,A015184
P004684,2025/2026,1,school,A007476
P004696,2025/2026,1,school,
P004700,2025/2026,1,university,A005934
P004719,2025/2026,1,,A001951
P004720,2025/2026,1,vocational_school,A006345
P004727,2025/2026,1,university,A002552
P004728,2025/2026,1,school,A002006
P004729,2025/2026,1,school,A015106
P004738,2025/2026,1,university,A017876
P004742,2025/2026,1,,A006082
P004750,2025/2026,1,vocational_school,A015297
P004756,2025/2026,1,school,A015151
P004760,2025/2026,1,vocational_school,A005926
P004769,2025/2026,1,vocational_school,A017196
P004770,2025/2026,1,university,A015767
P004773,2025/2026,1,vocational_school,A006643
P004774,2025/2026,1,school,A008706
P004779,2025/2026,1,school,A005805
P004784,2025/2026,1,vocational_school,A014296
P004786,2025/2026,1,school,A012105
P004789,2025/2026,1,university,A015041
P004793,2025/2026,1,school,A010386
P004794,2025/2026,1,school,A015643
P004795,2025/2026,1,school,A010524
P004801,2025/2026,1,school,A005595
P004802,2025/2026,1,school,A000904
P004808,2025/2026,1,school,A008234
P004818,2025/2026,1,school,A013284
P004832,2025/2026,1,university,A000493
P004834,2025/2026,1,school,
P004849,2025/2026,1,vocational_school,A003909
P004861,2025/2026,1,school,A003272
P004862,2025/2026,1,university,A001520
P004871,2025/2026,1,school,A003953
P004888,2025/2026,1,school,A005750
P004893,2025/2026,1,school,A013451
P004898,2025/2026,1,,A011289
P004900,2025/2026,1,school,A011563
P004926,2025/2026,1,school,A014821
P004927,2025/2026,1,vocational_school,A014821
P004929,2025/2026,1,school,A014821
P004938,2025/2026,1,school,A003644
P004942,2025/2026,1,school,A003426
P004949,2025/2026,1,university,A017765
P004953,2025/2026,1,vocational_school,A008175
P004959,2025/2026,1,school,A015263
P004960,2025/2026,1,vocational_school,A015263
P004962,2025/2026,1,,A001236
P004963,2025/2026,1,school,A012311
P004968,2025/2026,1,university,A012327
P004969,2025/2026,1,school,A008306
P004985,2025/2026,1,vocational_school,A008037
P004991,2025/2026,1,school,A016870
P004995,2025/2026,1,school,A011270
P005000,2025/2026,1,vocational_school,A012312
P005006,2025/2026,1,school,A017952
P005016,2025/2026,1,school,A015130
P005019,2025/2026,1,school,A007659
P005024,2025/2026,1,vocational_school,A006099
P005026,2025/2026,1,school,
P005030,2025/2026,1,school,A003135
P005039,2025/2026,1,school,A011878
P005047,2025/2026,1,,A008416
P005054,2025/2026,1,school,A010861
P005055,2025/2026,1,school,A010861
P005065,2025/2026,1,,A009521
P005066,2025/2026,1,university,A000897
P005078,2025/2026,1,school,A009000
P005079,2025/2026,1,university,A013162
P005086,2025/2026,1,school,A005187
P005092,2025/2026,1,university,A004161
P005099,2025/2026,1,vocational_school,A004179
P005105,2025/2026,1,vocational_school,A001117
P005113,2025/2026,1,university,A010717
P005117,2025/2026,1,school,A000279
P005119,2025/2026,1,vocational_school,A001152
P005123,2025/2026,1,school,A016611
P005128,2025/2026,1,school,A017141
P005145,2025/2026,1,school,A014799
P005147,2025/2026,1,school,A014799
P005148,2025/2026,1,school,A014799
P005150,2025/2026,1,school,A016885
P005161,2025/2026,1,school,A004586
P005165,2025/2026,1,school,A001349
P005167,2025/2026,1,school,A007284
P005168,2025/2026,1,university,A007284
P005176,2025/2026,1,school,A004616
P005177,2025/2026,1,school,A016507
P005184,2025/2026,1,school,A014523
P005191,2025/2026,1,school,A005023
P005202,2025/2026,1,university,A014792
P005208,2025/2026,1,vocational_school,A002513
P005209,2025/2026,1,vocational_school,A002513
P005213,2025/2026,1,school,A015442
P005215,2025/2026,1,school,A003070
P005226,2025/2026,1,school,A013716
P005228,2025/2026,1,school,A001130
P005231,2025/2026,1,school,A001130
P005232,2025/2026,1,vocational_school,A001130
P005233,2025/2026,1,school,A003381
P005240,2025/2026,1,school,A005773
P005243,2025/2026,1,university,A003043
P005246,2025/2026,1,vocational_school,A000317
P005247,2025/2026,1,university,A001646
P005270,2025/2026,1,vocational_school,A003179
P005276,2025/2026,1,university,A000473
P005285,2025/2026,1,university,A007822
P005288,2025/2026,1,vocational_school,A006783
P005290,2025/2026,1,school,A006783
P005293,2025/2026,1,university,A017726
P005298,2025/2026,1,school,A006802
P005302,2025/2026,1,school,A016601
P005307,2025/2026,1,school,A005708
P005308,2025/2026,1,school,A012847
P005311,2025/2026,1,vocational_school,A000050
P005313,2025/2026,1,vocational_school,A016646
P005318,2025/2026,1,school,A004975
P005326,2025/2026,1,school,A000435
P005335,2025/2026,1,school,A011109
P005336,2025/2026,1,university,A014968
P005342,2025/2026,1,school,A013881
P005355,2025/2026,1,school,A008343
P005360,2025/2026,1,school,A006012
P005363,2025/2026,1,school,A015408
P005371,2025/2026,1,school,A003244
P005375,2025/2026,1,school,A013765
P005380,2025/2026,1,school,A009783
P005384,2025/2026,1,university,A014213
P005386,2025/2026,1,school,A000986
P005387,2025/2026,1,vocational_school,A000986
P005395,2025/2026,1,vocational_school,A000016
P005401,2025/2026,1,university,A003907
P005406,2025/2026,1,university,A012672
P005415,2025/2026,1,school,A002999
P005429,2025/2026,1,school,A003505
P005436,2025/2026,1,school,A016806
P005437,2025/2026,1,school,A001552
P005446,2025/2026,1,university,A006913
P005449,2025/2026,1,university,A013519
P005453,2025/2026,1,vocational_school,A005125
P005454,2025/2026,1,school,A012717
P005455,2025/2026,1,school,A012717
P005465,2025/2026,1,vocational_school,A015031
P005471,2025/2026,1,school,A012250
P005477,2025/2026,1,school,A015825
P005479,2025/2026,1,vocational_school,A015825
P005484,2025/2026,1,vocational_school,A000161
P005486,2025/2026,1,vocational_school,A000161
P005495,2025/2026,1,university,A000059
P005499,2025/2026,1,vocational_school,A003274
P005500,2025/2026,1,vocational_school,A014609
P005508,2025/2026,1,school,A000991
P005511,2025/2026,1,school,A004412
P005516,2025/2026,1,school,A011231
P005520,2025/2026,1,university,A000263
P005531,2025/2026,1,school,A001386
P005535,2025/2026,1,school,A000633
P005537,2025/2026,1,school,A000560
P005541,2025/2026,1,,A010279
P005542,2025/2026,1,school,A008375
P005543,2025/2026,1,university,
P005544,2025/2026,1,school,A014561
P005546,2025/2026,1,school,A012677
P005560,2025/2026,1,school,A014962
P005576,2025/2026,1,school,A005472
P005577,2025/2026,1,university,A005411
P005578,2025/2026,1,vocational_school,A007639
P005585,2025/2026,1,school,A006016
P005607,2025/2026,1,university,A003661
P005608,2025/2026,1,school,A013992
P005609,2025/2026,1,school,A013992
P005615,2025/2026,1,school,A017858
P005618,2025/2026,1,vocational_school,A014299
P005623,2025/2026,1,university,A004423
P005630,2025/2026,1,university,A006928
P005634,2025/2026,1,school,A009056
P005635,2025/2026,1,vocational_school,A002531
P005639,2025/2026,1,school,A002531
P005655,2025/2026,1,school,A012660
P005665,2025/2026,1,school,A008721
P005669,2025/2026,1,university,A000360
P005676,2025/2026,1,school,A009496
P005685,2025/2026,1,school,A003159
P005695,2025/2026,1,,A014907
P005697,2025/2026,1,school,A015362
P005703,2025/2026,1,school,A005651
P005719,2025/2026,1,university,A007104
P005734,2025/2026,1,university,A014744
P005736,2025/2026,1,school,A016260
P005741,2025/2026,1,university,A000278
P005752,2025/2026,1,school,A001784
P005757,2025/2026,1,school,A001295
P005758,2025/2026,1,school,A006084
P005764,2025/2026,1,vocational_school,A010997
P005766,2025/2026,1,school,A010997
P005767,2025/2026,1,university,A010886
P005769,2025/2026,1,school,A000403
P005773,2025/2026,1,school,A000126
P005782,2025/2026,1,school,A001898
P005784,2025/2026,1,vocational_school,A011899
P005789,2025/2026,1,school,
P005790,2025/2026,1,school,A007918
P005793,2025/2026,1,school,A004334
P005795,2025/2026,1,school,A003561
P005803,2025/2026,1,school,A013445
P005818,2025/2026,1,school,A001568
P005821,2025/2026,1,school,A014840
P005833,2025/2026,1,vocational_school,A002542
P005841,2025/2026,1,school,A015672
P005851,2025/2026,1,school,A010270
P005864,2025/2026,1,,A012055
P005867,2025/2026,1,school,A009651
P005879,2025/2026,1,school,A002975
P005881,2025/2026,1,university,A003019
P005887,2025/2026,1,vocational_school,A010228
P005896,2025/2026,1,school,A004400
P005901,2025/2026,1,school,A015504
P005902,2025/2026,1,vocational_school,A015504
P005905,2025/2026,1,school,A016500
P005907,2025/2026,1,school,A002353
P005915,2025/2026,1,school,A014891
P005920,2025/2026,1,university,A006551
P005922,2025/2026,1,vocational_school,A006551
P005940,2025/2026,1,school,A009196
P005946,2025/2026,1,school,A001214
P005951,2025/2026,1,university,A000945
P005956,2025/2026,1,school,A016867
P005958,2025/2026,1,vocational_school,A013478
P005977,2025/2026,1,school,A017998
P005979,2025/2026,1,vocational_school,A017422
P005980,2025/2026,1,school,A002267
P005995,2025/2026,1,vocational_school,A015990
P005996,2025/2026,1,school,A005065
P006002,2025/2026,1,vocational_school,A002260
P006012,2025/2026,1,school,A012070
P006015,2025/2026,1,,A003854
P006032,2025/2026,1,school,A009832
P006034,2025/2026,1,school,A011330
P006037,2025/2026,1,school,A000008
P006040,2025/2026,1,school,A003739
P006041,2025/2026,1,school,A014393
P006042,2025/2026,1,vocational_school,A014393
P006044,2025/2026,1,university,A006272
P006057,2025/2026,1,school,A012352
P006060,2025/2026,1,university,A017184
P006061,2025/2026,1,vocational_school,A015641
P006063,2025/2026,1,vocational_school,A005193
P006068,2025/2026,1,school,A008447
P006074,2025/2026,1,school,A014899
P006085,2025/2026,1,vocational_school,A013132
P006088,2025/2026,1,school,A003979
P006090,2025/2026,1,school,A008622
P006091,2025/2026,1,school,A008622
P006099,2025/2026,1,vocational_school,A005451
P006100,2025/2026,1,school,A005451
P006103,2025/2026,1,school,A004388
P006105,2025/2026,1,university,A004388
P006119,2025/2026,1,school,A004257
P006123,2025/2026,1,vocational_school,A001977
P006127,2025/2026,1,vocational_school,A004758
P006141,2025/2026,1,school,A002332
P006146,2025/2026,1,school,A013418
P006161,2025/2026,1,,A006079
P006167,2025/2026,1,school,A012927
P006169,2025/2026,1,,A008243
P006172,2025/2026,1,school,A008274
P006175,2025/2026,1,school,A014619
P006183,2025/2026,1,school,A015919
P006185,2025/2026,1,school,A015919
P006187,2025/2026,1,school,A000827
P006192,2025/2026,1,school,A006351
P006196,2025/2026,1,school,A013686
P006197,2025/2026,1,school,A014631
P006200,2025/2026,1,university,A003315
P006204,2025/2026,1,school,A001184
P006208,2025/2026,1,university,A007253
P006210,2025/2026,1,school,A017633
P006212,2025/2026,1,university,A012368
P006218,2025/2026,1,vocational_school,A008512
P006248,2025/2026,1,school,A005722
P006249,2025/2026,1,university,A012105
P006251,2025/2026,1,school,A012563
P006259,2025/2026,1,school,A004622
P006262,2025/2026,1,school,A011040
P006271,2025/2026,1,school,A014547
P006272,2025/2026,1,school,A014547
P006273,2025/2026,1,university,
P006280,2025/2026,1,school,A011216
P006283,2025/2026,1,university,A011216
P006284,2025/2026,1,school,A011216
P006285,2025/2026,1,school,
P006289,2025/2026,1,school,A017729
P006293,2025/2026,1,school,A014785
P006298,2025/2026,1,school,A008497
P006322,2025/2026,1,school,A007628
P006328,2025/2026,1,school,A005564
P006332,2025/2026,1,school,A002546
P006346,2025/2026,1,university,
P006351,2025/2026,1,school,A004159
P006352,2025/2026,1,school,A004159
P006353,2025/2026,1,school,
P006355,2025/2026,1,school,A015520
P006357,2025/2026,1,vocational_school,A010676
P006361,2025/2026,1,school,A013631
P006376,2025/2026,1,school,A011734
P006386,2025/2026,1,school,A016482
P006387,2025/2026,1,school,A008256
P006390,2025/2026,1,school,A011160
P006392,2025/2026,1,school,A014732
P006397,2025/2026,1,school,A003093
P006404,2025/2026,1,school,A000550
P006408,2025/2026,1,school,A002410
P006423,2025/2026,1,university,A000529
P006433,2025/2026,1,school,A001614
P006434,2025/2026,1,school,A000562
P006444,2025/2026,1,school,A001439
P006449,2025/2026,1,school,A007063
P006452,2025/2026,1,vocational_school,A012372
P006459,2025/2026,1,school,A004046
P006465,2025/2026,1,school,A010669
P006469,2025/2026,1,school,A005870
P006471,2025/2026,1,school,A015117
P006480,2025/2026,1,school,A003451
P006484,2025/2026,1,school,A008612
P006489,2025/2026,1,school,A012627
P006497,2025/2026,1,school,A006760
P006500,2025/2026,1,school,A006760
P006509,2025/2026,1,school,A017887
P006517,2025/2026,1,school,A001459
P006520,2025/2026,1,vocational_school,A001917
P006525,2025/2026,1,school,A000410
P006530,2025/2026,1,university,A013062
P006538,2025/2026,1,school,A002235
P006541,2025/2026,1,university,A003141
P006545,2025/2026,1,school,A017276
P006550,2025/2026,1,school,A009658
P006552,2025/2026,1,university,A010962
P006564,2025/2026,1,school,A011715
P006566,2025/2026,1,vocational_school,A007067
P006570,2025/2026,1,school,A009606
P006581,2025/2026,1,university,A004758
P006582,2025/2026,1,school,A004758
P006586,2025/2026,1,university,A003464
P006596,2025/2026,1,university,A012969
P006599,2025/2026,1,school,A005571
P006604,2025/2026,1,school,A005205
P006613,2025/2026,1,school,A004606
P006622,2025/2026,1,university,A002227
P006627,2025/2026,1,vocational_school,A006612
P006632,2025/2026,1,school,A001593
P006633,2025/2026,1,university,A001593
P006637,2025/2026,1,university,A014380
P006653,2025/2026,1,university,A016469
P006660,2025/2026,1,university,A012105
P006663,2025/2026,1,university,A004004
P006668,2025/2026,1,,A012684
P006669,2025/2026,1,school,A001493
P006676,2025/2026,1,school,A017282
P006682,2025/2026,1,university,A012144
P006695,2025/2026,1,vocational_school,A000476
P006696,2025/2026,1,school,A015882
P006702,2025/2026,1,school,A000677
P006714,2025/2026,1,school,A003920
P006722,2025/2026,1,school,A003046
P006730,2025/2026,1,university,A002995
P006747,2025/2026,1,school,A016201
P006748,2025/2026,1,school,A016201
P006755,2025/2026,1,school,A000394
P006760,2025/2026,1,school,A016532
P006765,2025/2026,1,school,A016600
P006785,2025/2026,1,university,A007726
P006800,2025/2026,1,vocational_school,A004075
P006808,2025/2026,1,university,A016521
P006810,2025/2026,1,vocational_school,A016405
P006819,2025/2026,1,university,A012935
P006828,2025/2026,1,school,
P006829,2025/2026,1,university,A006053
P006835,2025/2026,1,school,A003616
P006843,2025/2026,1,school,A001248
P006845,2025/2026,1,school,A012876
P006847,2025/2026,1,school,A003180
P006854,2025/2026,1,,A008944
P006855,2025/2026,1,vocational_school,A008944
P006863,2025/2026,1,university,A006595
P006866,2025/2026,1,school,A010256
P006869,2025/2026,1,school,A009142
P006874,2025/2026,1,vocational_school,A009991
P006881,2025/2026,1,vocational_school,A017036
P006882,2025/2026,1,university,A017036
P006887,2025/2026,1,school,A006636
P006892,2025/2026,1,vocational_school,A015193
P006893,2025/2026,1,vocational_school,A015193
P006895,2025/2026,1,,A000234
P006902,2025/2026,1,vocational_school,A007795
P006906,2025/2026,1,university,A016282
P006907,2025/2026,1,vocational_school,A016282
