analysis_address_id,analysis_region_code,analysis_municipality_code,observed_persons,registered_persons,auxiliary_only_persons,persons_with_positive_activity,persons_with_multiple_positive_signals,persons_with_address_conflict,clarification_cases
A010360,R01,R01-M02,3,3,0,3,1,0,0
A010402,R01,R01-M02,5,5,0,4,0,0,0
A010469,R01,R01-M02,1,1,0,1,0,0,0
A010502,R01,R01-M02,6,6,0,6,0,0,0
A010509,R01,R01-M02,4,4,0,2,2,0,0
A010529,R01,R01-M02,2,2,0,2,1,0,0
A010599,R01,R01-M02,4,4,0,3,2,0,0
A010625,R01,R01-M02,1,1,0,0,0,0,0
A010743,R01,R01-M02,1,1,0,1,1,0,0
A010776,R01,R01-M02,6,6,0,3,2,0,0
A010918,R01,R01-M02,2,2,0,2,1,0,0
A010991,R01,R01-M02,6,6,0,6,2,0,0
A011013,R01,R01-M02,4,4,0,4,1,0,0
A011016,R01,R01-M02,6,6,0,4,1,0,0
A011122,R01,R01-M02,5,5,0,2,1,0,0
A011137,R01,R01-M02,5,5,0,3,1,0,0
A011140,R01,R01-M02,5,4,1,3,1,0,1
A011171,R01,R01-M02,2,2,0,1,1,0,0
A011181,R01,R01-M02,3,3,0,2,0,0,0
A011256,R01,R01-M02,2,2,0,2,2,0,0
A011317,R01,R01-M02,1,1,0,1,0,0,0
A011461,R01,R01-M02,6,5,1,4,2,0,1
A011526,R01,R01-M02,3,3,0,2,1,0,0
A011527,R01,R01-M02,4,4,0,3,1,0,0
A011553,R01,R01-M02,11,11,0,7,2,2,2
A011587,R01,R01-M02,2,2,0,1,0,0,0
A011604,R01,R01-M02,2,2,0,1,1,0,0
A011645,R01,R01-M02,1,1,0,1,0,0,0
A011728,R01,R01-M02,3,3,0,1,1,1,1
A011767,R01,R01-M02,2,2,0,1,0,0,0
A011825,R01,R01-M02,1,1,0,0,0,0,0
A011843,R01,R01-M02,1,1,0,1,1,0,0
A011861,R01,R01-M02,5,5,0,3,3,0,0
A011883,R01,R01-M02,3,3,0,3,2,0,0
A011925,R01,R01-M02,14,14,0,7,4,1,1
A011937,R01,R01-M02,3,3,0,2,0,0,0
A012060,R01,R01-M02,1,1,0,1,0,0,0
A012140,R01,R01-M02,1,1,0,0,0,0,0
A012162,R01,R01-M02,12,11,1,9,3,0,1
A012219,R01,R01-M02,3,3,0,2,2,0,0
A012254,R01,R01-M02,3,3,0,0,0,0,0
A012267,R01,R01-M02,4,4,0,0,0,0,0
A012285,R01,R01-M02,1,1,0,1,0,0,1
A012408,R01,R01-M02,2,2,0,1,0,0,0
A012584,R01,R01-M02,4,4,0,2,1,1,1
A012794,R01,R01-M02,4,4,0,2,0,0,0
A012821,R01,R01-M02,4,4,0,3,1,1,1
A012830,R01,R01-M02,7,7,0,4,1,0,0
A012850,R01,R01-M02,1,1,0,1,1,0,0
A012887,R01,R01-M02,2,2,0,1,1,0,0
A013036,R01,R01-M02,4,4,0,2,2,0,0
A013071,R01,R01-M02,8,8,0,6,2,1,1
A013115,R01,R01-M02,3,3,0,2,0,0,0
A013136,R01,R01-M02,3,3,0,2,1,0,0
A013184,R01,R01-M02,2,2,0,2,0,0,0
A013225,R01,R01-M02,3,3,0,2,1,0,0
A013390,R01,R01-M02,8,8,0,6,2,0,0
A013404,R01,R01-M02,3,3,0,2,1,0,0
A013410,R01,R01-M02,7,7,0,4,1,0,0
A013433,R01,R01-M02,3,3,0,2,1,0,0
A013443,R01,R01-M02,1,1,0,1,0,0,0
A013450,R01,R01-M02,5,5,0,3,0,0,0
A013455,R01,R01-M02,1,1,0,1,0,0,0
A013581,R01,R01-M02,9,9,0,6,3,0,0
A013586,R01,R01-M02,2,2,0,2,0,0,0
A013613,R01,R01-M02,2,2,0,2,2,0,0
A013636,R01,R01-M02,9,9,0,8,2,0,0
A013732,R01,R01-M02,4,4,0,2,0,0,0
A013866,R01,R01-M02,6,6,0,5,1,0,0
A013958,R01,R01-M02,3,3,0,2,2,0,0
A013966,R01,R01-M02,2,2,0,2,0,0,0
A014001,R01,R01-M02,4,4,0,4,2,0,0
A014011,R01,R01-M02,3,3,0,2,1,0,0
A014060,R01,R01-M02,9,8,1,6,2,0,1
A014126,R01,R01-M02,1,1,0,1,0,0,0
A014159,R01,R01-M02,3,3,0,2,0,0,0
A014179,R01,R01-M02,2,2,0,1,1,0,0
A014352,R01,R01-M02,7,7,0,4,0,0,1
A014389,R01,R01-M02,15,15,0,11,5,0,0
A014418,R01,R01-M02,5,5,0,5,3,1,1
A014493,R01,R01-M02,1,1,0,1,0,0,0
A014576,R01,R01-M02,3,3,0,3,0,0,0
A014732,R01,R01-M02,1,1,0,1,0,0,0
A015057,R01,R01-M02,5,5,0,3,2,0,0
A015069,R01,R01-M02,5,5,0,4,1,0,0
A015095,R01,R01-M02,2,2,0,1,1,0,0
A015104,R01,R01-M02,15,15,0,12,7,0,0
A015147,R01,R01-M02,3,3,0,1,1,0,0
A015150,R01,R01-M02,3,3,0,2,1,0,0
A015200,R01,R01-M02,1,1,0,1,1,0,0
A015246,R01,R01-M02,7,7,0,7,3,1,1
A015300,R01,R01-M02,2,2,0,2,1,0,0
A015321,R01,R01-M02,4,4,0,3,2,0,0
A015451,R01,R01-M02,7,7,0,6,2,0,0
A015546,R01,R01-M02,1,1,0,0,0,0,0
A015556,R01,R01-M02,4,4,0,2,2,0,0
A015571,R01,R01-M02,4,4,0,3,0,0,0
A015583,R01,R01-M02,2,2,0,0,0,0,0
A015631,R01,R01-M02,5,5,0,3,1,0,0
A015639,R01,R01-M02,1,1,0,0,0,0,0
A015732,R01,R01-M02,4,4,0,2,1,0,0
A015748,R01,R01-M02,2,2,0,1,1,0,0
A015804,R01,R01-M02,8,8,0,6,2,0,0
A015818,R01,R01-M02,1,1,0,1,1,0,0
A015833,R01,R01-M02,8,8,0,7,1,0,1
A015903,R01,R01-M02,17,17,0,14,4,0,0
A015915,R01,R01-M02,1,1,0,0,0,0,0
A015959,R01,R01-M02,1,1,0,0,0,0,0
A016023,R01,R01-M02,1,1,0,1,1,0,0
A016048,R01,R01-M02,4,4,0,3,3,0,0
A016134,R01,R01-M02,2,2,0,1,0,0,0
A016139,R01,R01-M02,10,7,3,8,4,0,4
A016260,R01,R01-M02,1,1,0,1,0,0,0
A016289,R01,R01-M02,7,7,0,6,3,0,0
A016338,R01,R01-M02,14,14,0,9,4,0,0
A016350,R01,R01-M02,7,7,0,5,2,0,0
A016427,R01,R01-M02,3,2,1,2,0,0,1
A016429,R01,R01-M02,11,11,0,6,3,1,1
A016635,R01,R01-M02,2,2,0,2,0,0,0
A016666,R01,R01-M02,9,9,0,7,3,0,0
A016672,R01,R01-M02,3,3,0,2,1,0,0
A016732,R01,R01-M02,2,2,0,1,1,0,0
A016832,R01,R01-M02,1,1,0,0,0,0,0
A016878,R01,R01-M02,2,2,0,1,1,1,1
A016882,R01,R01-M02,2,2,0,1,0,0,0
A016977,R01,R01-M02,1,1,0,1,0,0,1
A017082,R01,R01-M02,5,5,0,3,1,0,0
A017165,R01,R01-M02,2,2,0,0,0,0,0
A017245,R01,R01-M02,2,2,0,2,0,0,0
A017274,R01,R01-M02,5,5,0,3,1,0,0
A017327,R01,R01-M02,7,7,0,6,3,0,0
A017336,R01,R01-M02,5,5,0,4,2,0,0
A017359,R01,R01-M02,3,3,0,3,1,0,0
A017449,R01,R01-M02,2,2,0,0,0,0,0
A017457,R01,R01-M02,2,2,0,1,0,0,0
A017462,R01,R01-M02,14,14,0,10,2,0,1
A017494,R01,R01-M02,5,5,0,5,2,0,1
A017540,R01,R01-M02,2,2,0,2,1,0,0
A017668,R01,R01-M02,19,19,0,14,5,0,1
A017751,R01,R01-M02,5,5,0,3,1,0,0
A017845,R01,R01-M02,5,5,0,5,1,0,0
A017856,R01,R01-M02,2,2,0,2,0,0,0
A017871,R01,R01-M02,7,7,0,4,1,0,0
A017921,R01,R01-M02,1,1,0,1,0,0,0
A017922,R01,R01-M02,3,3,0,2,0,0,0
A017925,R01,R01-M02,15,15,0,11,4,0,0
A000022,R01,R01-M03,4,4,0,4,0,0,1
A000069,R01,R01-M03,2,2,0,2,0,0,0
A000080,R01,R01-M03,6,6,0,4,1,0,0
A000127,R01,R01-M03,2,2,0,1,1,0,0
A000141,R01,R01-M03,10,10,0,10,4,0,0
A000193,R01,R01-M03,5,5,0,4,1,0,0
A000209,R01,R01-M03,1,1,0,0,0,0,0
A000234,R01,R01-M03,9,9,0,8,2,0,0
A000249,R01,R01-M03,1,1,0,1,0,0,0
A000271,R01,R01-M03,1,1,0,1,1,0,0
A000337,R01,R01-M03,6,5,1,4,1,0,1
A000382,R01,R01-M03,9,9,0,7,1,0,0
A000398,R01,R01-M03,9,9,0,4,2,0,0
A000436,R01,R01-M03,3,3,0,2,0,0,0
A000467,R01,R01-M03,1,1,0,1,1,0,0
A000497,R01,R01-M03,5,5,0,2,2,0,0
A000512,R01,R01-M03,4,4,0,2,2,0,0
A000541,R01,R01-M03,3,3,0,2,0,0,0
A000609,R01,R01-M03,6,6,0,5,2,0,0
A000615,R01,R01-M03,2,2,0,2,0,0,0
A000643,R01,R01-M03,7,7,0,3,1,0,0
A000644,R01,R01-M03,5,5,0,2,1,1,1
A000678,R01,R01-M03,5,4,1,4,1,0,1
A000772,R01,R01-M03,3,3,0,2,1,0,0
A000842,R01,R01-M03,2,2,0,2,0,0,0
A000855,R01,R01-M03,5,5,0,2,2,0,0
A000886,R01,R01-M03,8,7,1,7,2,0,1
A000987,R01,R01-M03,6,6,0,3,3,1,1
A001058,R01,R01-M03,8,8,0,5,1,0,0
A001188,R01,R01-M03,8,8,0,7,4,0,0
A001229,R01,R01-M03,5,5,0,3,1,0,1
A001335,R01,R01-M03,1,1,0,1,0,0,0
A001396,R01,R01-M03,1,1,0,1,0,0,0
A001475,R01,R01-M03,2,2,0,2,1,0,0
A001507,R01,R01-M03,1,1,0,1,0,0,0
A001767,R01,R01-M03,8,8,0,5,1,0,1
A001835,R01,R01-M03,6,6,0,5,0,0,0
A001860,R01,R01-M03,4,4,0,2,1,0,0
A001957,R01,R01-M03,5,5,0,3,1,0,0
A001964,R01,R01-M03,2,2,0,2,1,0,0
A002019,R01,R01-M03,15,15,0,7,4,0,0
A002086,R01,R01-M03,5,4,1,3,1,0,1
A002140,R01,R01-M03,2,2,0,2,0,0,0
A002151,R01,R01-M03,2,2,0,0,0,0,0
A002187,R01,R01-M03,6,6,0,5,5,0,0
A002308,R01,R01-M03,2,2,0,2,0,0,0
A002314,R01,R01-M03,6,6,0,3,2,0,0
A002331,R01,R01-M03,1,1,0,1,1,0,0
A002393,R01,R01-M03,10,10,0,6,4,0,0
A002582,R01,R01-M03,4,4,0,2,2,0,0
A002584,R01,R01-M03,4,4,0,4,3,0,0
A002588,R01,R01-M03,5,5,0,3,2,1,1
A002589,R01,R01-M03,3,3,0,2,2,0,0
A002627,R01,R01-M03,16,16,0,10,2,0,0
A002639,R01,R01-M03,10,10,0,5,3,0,0
A002687,R01,R01-M03,4,4,0,3,2,0,0
A002724,R01,R01-M03,15,14,1,12,3,0,1
A002820,R01,R01-M03,7,7,0,6,2,0,0
A002922,R01,R01-M03,5,5,0,2,0,0,0
A002931,R01,R01-M03,3,3,0,2,1,1,1
A002979,R01,R01-M03,13,13,0,11,5,0,0
A002987,R01,R01-M03,1,1,0,1,0,0,0
A002998,R01,R01-M03,6,6,0,4,3,0,0
A003027,R01,R01-M03,2,2,0,2,2,0,0
A003051,R01,R01-M03,4,4,0,3,3,0,0
A003072,R01,R01-M03,7,7,0,6,3,0,0
A003129,R01,R01-M03,3,3,0,3,1,0,0
A003144,R01,R01-M03,11,11,0,8,4,0,0
A003235,R01,R01-M03,9,9,0,6,3,0,0
A003338,R01,R01-M03,3,3,0,2,2,0,0
A003352,R01,R01-M03,1,1,0,0,0,0,0
A003369,R01,R01-M03,3,3,0,3,3,1,1
A003383,R01,R01-M03,12,12,0,7,3,1,1
A003401,R01,R01-M03,2,2,0,2,1,0,0
A003414,R01,R01-M03,2,2,0,2,1,0,0
A003449,R01,R01-M03,3,3,0,0,0,0,0
A003600,R01,R01-M03,2,2,0,2,2,0,0
A003626,R01,R01-M03,3,3,0,2,2,0,0
A003684,R01,R01-M03,2,2,0,0,0,0,0
A003717,R01,R01-M03,4,4,0,2,0,0,0
A003759,R01,R01-M03,5,5,0,5,0,0,0
A003886,R01,R01-M03,1,1,0,1,0,0,0
A003945,R01,R01-M03,2,2,0,1,1,0,0
A003979,R01,R01-M03,4,4,0,2,1,0,0
A004091,R01,R01-M03,2,2,0,1,0,0,0
A004138,R01,R01-M03,11,11,0,8,6,0,0
A004157,R01,R01-M03,3,3,0,1,1,0,0
A004159,R01,R01-M03,5,5,0,4,0,0,0
A004188,R01,R01-M03,6,6,0,2,2,0,0
A004200,R01,R01-M03,4,4,0,3,1,0,1
A004226,R01,R01-M03,5,5,0,3,2,0,0
A004323,R01,R01-M03,9,9,0,5,3,0,0
A004745,R01,R01-M03,11,11,0,8,3,0,0
A004772,R01,R01-M03,3,3,0,1,0,0,0
A004865,R01,R01-M03,2,2,0,1,0,0,0
A005006,R01,R01-M03,3,3,0,1,0,0,0
A005031,R01,R01-M03,7,7,0,5,4,0,0
A005034,R01,R01-M03,3,3,0,3,3,0,0
A005227,R01,R01-M03,2,2,0,1,1,0,0
A005239,R01,R01-M03,8,8,0,5,1,0,0
A005268,R01,R01-M03,2,2,0,0,0,0,0
A005328,R01,R01-M03,8,6,2,5,3,0,2
A005468,R01,R01-M03,6,6,0,5,4,1,1
A005477,R01,R01-M03,1,1,0,1,1,0,0
A005490,R01,R01-M03,3,3,0,2,0,0,0
A005591,R01,R01-M03,5,5,0,2,0,0,0
A005635,R01,R01-M03,15,15,0,11,4,1,1
A005673,R01,R01-M03,6,6,0,3,1,0,0
A005684,R01,R01-M03,3,3,0,1,1,1,1
A005776,R01,R01-M03,5,5,0,3,2,0,0
A005800,R01,R01-M03,7,7,0,5,2,0,0
A005861,R01,R01-M03,15,15,0,11,5,0,1
A005909,R01,R01-M03,7,7,0,5,1,0,0
A006114,R01,R01-M03,6,6,0,3,1,0,0
A006165,R01,R01-M03,5,5,0,3,1,0,0
A006202,R01,R01-M03,3,3,0,2,0,0,1
A006234,R01,R01-M03,2,2,0,2,0,0,0
A006241,R01,R01-M03,6,5,1,5,2,0,1
A006270,R01,R01-M03,8,8,0,6,2,0,0
A006329,R01,R01-M03,1,1,0,1,1,1,1
A006403,R01,R01-M03,11,11,0,9,0,0,0
A006412,R01,R01-M03,1,1,0,1,0,0,0
A006441,R01,R01-M03,1,1,0,1,0,0,0
A006502,R01,R01-M03,6,6,0,3,2,0,0
A006586,R01,R01-M03,4,4,0,4,1,0,0
A006632,R01,R01-M03,9,9,0,8,5,0,1
A006696,R01,R01-M03,16,16,0,12,7,0,1
A006742,R01,R01-M03,2,2,0,1,1,0,0
A006832,R01,R01-M03,2,2,0,2,0,0,0
A006863,R01,R01-M03,8,8,0,4,1,0,0
A006881,R01,R01-M03,8,7,1,5,3,0,1
A006955,R01,R01-M03,7,7,0,4,1,0,0
A006988,R01,R01-M03,6,6,0,2,1,1,1
A007009,R01,R01-M03,5,5,0,1,0,0,0
A007101,R01,R01-M03,4,4,0,4,2,0,0
A007176,R01,R01-M03,2,2,0,1,1,0,0
A007263,R01,R01-M03,3,3,0,3,1,0,0
A007327,R01,R01-M03,7,7,0,6,1,0,0
A007340,R01,R01-M03,2,2,0,2,1,0,0
A007363,R01,R01-M03,1,1,0,1,1,0,0
A007567,R01,R01-M03,2,2,0,1,0,0,0
A007637,R01,R01-M03,5,5,0,3,2,1,1
A007701,R01,R01-M03,5,5,0,3,0,0,0
A007795,R01,R01-M03,5,5,0,3,1,0,0
A007892,R01,R01-M03,13,13,0,8,3,1,2
A007975,R01,R01-M03,3,3,0,1,0,0,0
A008013,R01,R01-M03,1,1,0,1,0,0,0
A008040,R01,R01-M03,5,4,1,2,0,0,1
A008299,R01,R01-M03,5,5,0,3,0,0,0
A008300,R01,R01-M03,1,1,0,1,0,0,0
A008303,R01,R01-M03,6,6,0,4,0,0,0
A008309,R01,R01-M03,1,1,0,1,1,0,0
A008340,R01,R01-M03,7,7,0,5,3,1,1
A008355,R01,R01-M03,8,8,0,6,5,1,1
A008359,R01,R01-M03,3,3,0,2,2,0,0
A008410,R01,R01-M03,1,1,0,1,0,0,0
A008491,R01,R01-M03,3,3,0,2,1,1,1
A008569,R01,R01-M03,4,4,0,3,2,0,0
A008596,R01,R01-M03,1,1,0,0,0,0,0
A008605,R01,R01-M03,3,3,0,2,1,0,0
A008660,R01,R01-M03,21,21,0,14,6,1,1
A008713,R01,R01-M03,4,4,0,3,1,0,1
A008738,R01,R01-M03,4,4,0,3,1,0,0
A008826,R01,R01-M03,1,1,0,1,1,0,0
A008882,R01,R01-M03,1,1,0,1,0,0,0
A008915,R01,R01-M03,1,1,0,1,1,0,0
A008984,R01,R01-M03,7,7,0,5,3,1,1
A009001,R01,R01-M03,2,2,0,2,1,0,0
A009055,R01,R01-M03,4,4,0,3,1,0,0
A009078,R01,R01-M03,2,2,0,1,1,0,0
A009083,R01,R01-M03,6,6,0,5,1,0,0
A009136,R01,R01-M03,1,1,0,1,1,0,0
A009155,R01,R01-M03,3,3,0,2,1,0,0
A009172,R01,R01-M03,3,3,0,3,1,0,0
A009191,R01,R01-M03,8,8,0,5,2,0,0
A009253,R01,R01-M03,5,5,0,5,3,1,1
A009278,R01,R01-M03,6,6,0,2,1,0,0
A009440,R01,R01-M03,2,2,0,1,0,0,0
A009472,R01,R01-M03,1,1,0,0,0,0,0
A009526,R01,R01-M03,3,3,0,2,0,0,0
A009586,R01,R01-M03,8,8,0,3,2,1,1
A009606,R01,R01-M03,8,8,0,5,2,0,0
A010035,R01,R01-M03,5,5,0,0,0,0,0
A010050,R01,R01-M03,14,14,0,11,3,0,0
A010081,R01,R01-M03,1,1,0,0,0,0,0
A010253,R01,R01-M03,2,2,0,2,0,0,0
A010335,R01,R01-M03,3,3,0,2,0,0,0
A010369,R01,R01-M03,1,1,0,1,1,0,0
A010374,R01,R01-M03,9,9,0,6,2,0,0
A010389,R01,R01-M03,5,5,0,4,1,0,0
A010442,R01,R01-M03,4,4,0,4,2,0,0
A010504,R01,R01-M03,2,2,0,2,0,0,0
A010539,R01,R01-M03,4,4,0,4,2,0,0
A010650,R01,R01-M03,13,13,0,10,3,0,1
A010662,R01,R01-M03,14,14,0,10,4,0,0
A010707,R01,R01-M03,2,2,0,2,0,0,1
A010772,R01,R01-M03,5,5,0,4,2,0,0
A010821,R01,R01-M03,2,2,0,1,0,0,0
A010845,R01,R01-M03,3,3,0,2,1,0,0
A010906,R01,R01-M03,3,3,0,3,2,0,0
A010993,R01,R01-M03,2,2,0,0,0,0,0
A010996,R01,R01-M03,4,4,0,2,2,0,0
A011012,R01,R01-M03,1,1,0,1,0,0,0
A011164,R01,R01-M03,5,5,0,3,0,0,0
A011203,R01,R01-M03,2,2,0,1,1,0,0
A011309,R01,R01-M03,5,5,0,5,5,1,1
A011384,R01,R01-M03,4,3,1,3,0,0,1
A011443,R01,R01-M03,1,1,0,1,0,0,0
A011465,R01,R01-M03,8,8,0,7,4,0,0
A011530,R01,R01-M03,8,8,0,6,2,0,0
A011580,R01,R01-M03,1,1,0,1,1,1,1
A011657,R01,R01-M03,1,1,0,1,0,0,0
A011686,R01,R01-M03,8,8,0,5,1,0,0
A011811,R01,R01-M03,8,8,0,8,3,0,0
A011853,R01,R01-M03,7,7,0,4,0,0,0
A011882,R01,R01-M03,2,2,0,1,1,0,0
A011899,R01,R01-M03,6,5,1,4,1,0,1
A011905,R01,R01-M03,1,1,0,1,0,0,0
A011909,R01,R01-M03,6,5,1,5,4,0,1
A011910,R01,R01-M03,2,2,0,2,0,1,2
A011914,R01,R01-M03,1,1,0,1,1,0,0
A011918,R01,R01-M03,9,9,0,7,1,0,0
A011930,R01,R01-M03,2,2,0,2,0,0,0
A011934,R01,R01-M03,1,1,0,1,0,0,0
A011960,R01,R01-M03,4,4,0,4,2,1,1
A011968,R01,R01-M03,12,12,0,9,2,0,0
A012005,R01,R01-M03,2,2,0,2,1,1,1
A012077,R01,R01-M03,1,1,0,1,0,0,0
A012099,R01,R01-M03,2,2,0,0,0,0,0
A012146,R01,R01-M03,9,9,0,5,2,0,0
A012168,R01,R01-M03,11,11,0,7,2,0,0
A012188,R01,R01-M03,9,9,0,6,1,0,0
A012259,R01,R01-M03,2,2,0,1,1,0,0
A012310,R01,R01-M03,2,2,0,2,1,0,0
A012365,R01,R01-M03,2,2,0,1,1,0,0
A012434,R01,R01-M03,1,1,0,1,1,0,0
A012556,R01,R01-M03,9,9,0,5,4,1,1
A012580,R01,R01-M03,4,4,0,3,3,1,1
A012594,R01,R01-M03,2,2,0,2,0,0,0
A012607,R01,R01-M03,3,3,0,2,2,0,0
A012689,R01,R01-M03,3,3,0,2,0,0,0
A012884,R01,R01-M03,6,6,0,3,1,0,0
A012923,R01,R01-M03,9,9,0,8,3,0,1
A013057,R01,R01-M03,1,1,0,0,0,0,0
A013104,R01,R01-M03,2,2,0,1,1,0,0
A013118,R01,R01-M03,9,9,0,6,3,1,1
A013137,R01,R01-M03,2,2,0,2,1,0,0
A013147,R01,R01-M03,2,2,0,1,0,0,0
A013192,R01,R01-M03,2,2,0,1,0,0,0
A013329,R01,R01-M03,2,2,0,2,2,0,0
A013382,R01,R01-M03,3,3,0,3,0,0,0
A013589,R01,R01-M03,2,2,0,2,0,0,0
A013590,R01,R01-M03,4,4,0,4,0,0,0
A013609,R01,R01-M03,3,3,0,1,1,0,0
A013634,R01,R01-M03,2,2,0,1,1,0,0
A013669,R01,R01-M03,3,3,0,3,1,0,0
A013815,R01,R01-M03,9,8,1,7,2,0,2
A013820,R01,R01-M03,6,6,0,4,2,0,0
A013827,R01,R01-M03,20,20,0,16,7,0,0
A013941,R01,R01-M03,2,1,1,2,0,0,1
A013944,R01,R01-M03,3,3,0,0,0,0,0
A013955,R01,R01-M03,4,4,0,4,1,0,0
A013964,R01,R01-M03,2,2,0,1,0,0,0
A013990,R01,R01-M03,2,2,0,2,2,0,0
A014038,R01,R01-M03,5,5,0,4,2,0,0
A014059,R01,R01-M03,1,1,0,1,1,0,0
A014079,R01,R01-M03,2,2,0,2,0,0,0
A014088,R01,R01-M03,5,5,0,3,0,0,0
A014101,R01,R01-M03,11,11,0,7,2,0,0
A014109,R01,R01-M03,2,2,0,2,1,0,0
A014151,R01,R01-M03,1,1,0,1,1,0,0
A014246,R01,R01-M03,12,12,0,11,5,0,0
A014247,R01,R01-M03,4,4,0,2,0,0,0
A014396,R01,R01-M03,10,10,0,7,1,0,0
A014411,R01,R01-M03,1,1,0,0,0,0,0
A014448,R01,R01-M03,5,5,0,5,3,0,0
A014460,R01,R01-M03,1,1,0,0,0,0,0
A014534,R01,R01-M03,1,1,0,1,1,0,0
A014553,R01,R01-M03,3,3,0,1,1,0,0
A014711,R01,R01-M03,3,3,0,2,0,0,0
A014784,R01,R01-M03,8,7,1,6,3,0,1
A014837,R01,R01-M03,1,1,0,1,0,0,0
A014841,R01,R01-M03,1,1,0,0,0,0,0
A014859,R01,R01-M03,2,2,0,1,0,0,0
A014886,R01,R01-M03,2,2,0,2,1,0,0
A014972,R01,R01-M03,16,16,0,14,3,0,1
A015030,R01,R01-M03,9,9,0,5,1,0,0
A015204,R01,R01-M03,6,6,0,5,2,0,0
A015210,R01,R01-M03,2,1,1,2,1,0,1
A015242,R01,R01-M03,3,3,0,1,1,0,0
A015409,R01,R01-M03,4,4,0,2,0,0,0
A015459,R01,R01-M03,3,3,0,3,1,0,0
A015539,R01,R01-M03,3,3,0,1,0,0,0
A015566,R01,R01-M03,4,4,0,3,2,1,1
A015606,R01,R01-M03,2,2,0,2,2,1,1
A015677,R01,R01-M03,7,7,0,5,1,0,0
A015776,R01,R01-M03,5,5,0,1,1,0,0
A015802,R01,R01-M03,6,6,0,4,3,0,0
A015847,R01,R01-M03,1,1,0,0,0,0,0
A015852,R01,R01-M03,9,9,0,6,4,1,1
A015883,R01,R01-M03,2,2,0,2,1,0,0
A015892,R01,R01-M03,8,8,0,7,4,0,0
A015977,R01,R01-M03,7,7,0,4,2,0,0
A015985,R01,R01-M03,2,2,0,2,1,0,0
A016007,R01,R01-M03,3,3,0,2,0,0,1
A016019,R01,R01-M03,10,10,0,7,6,1,1
A016053,R01,R01-M03,2,2,0,2,1,0,0
A016062,R01,R01-M03,1,1,0,1,1,0,0
A016105,R01,R01-M03,7,7,0,7,5,0,1
A016238,R01,R01-M03,3,3,0,3,2,0,0
A016280,R01,R01-M03,5,4,1,4,2,0,1
A016297,R01,R01-M03,3,3,0,2,1,0,0
A016342,R01,R01-M03,3,3,0,3,0,0,1
A016508,R01,R01-M03,3,3,0,2,1,0,0
A016548,R01,R01-M03,4,4,0,2,2,0,0
A016616,R01,R01-M03,8,8,0,4,1,0,0
A016640,R01,R01-M03,1,1,0,1,0,0,0
A016762,R01,R01-M03,9,9,0,4,1,0,0
A016790,R01,R01-M03,2,2,0,2,2,0,0
A016838,R01,R01-M03,1,1,0,1,0,0,0
A016867,R01,R01-M03,14,14,0,8,3,0,0
A016885,R01,R01-M03,4,4,0,3,1,0,0
A016897,R01,R01-M03,5,5,0,3,0,0,0
A017092,R01,R01-M03,2,2,0,1,0,0,0
A017113,R01,R01-M03,10,10,0,7,4,0,0
A017118,R01,R01-M03,11,11,0,7,4,0,0
A017195,R01,R01-M03,3,3,0,2,1,0,0
A017232,R01,R01-M03,6,6,0,2,1,0,0
A017251,R01,R01-M03,2,2,0,2,1,0,0
A017278,R01,R01-M03,3,3,0,0,0,0,0
A017405,R01,R01-M03,2,2,0,2,0,0,0
A017574,R01,R01-M03,4,4,0,1,1,0,0
A017594,R01,R01-M03,1,1,0,1,1,0,0
A017596,R01,R01-M03,4,4,0,2,1,0,0
A017640,R01,R01-M03,1,1,0,1,1,0,0
A017726,R01,R01-M03,15,14,1,13,3,0,1
A017731,R01,R01-M03,1,1,0,1,0,0,0
A017784,R01,R01-M03,1,1,0,0,0,0,0
A017822,R01,R01-M03,2,2,0,1,1,0,0
A000187,R01,R01-M04,3,3,0,2,1,0,0
A000210,R01,R01-M04,5,5,0,2,2,0,0
A000254,R01,R01-M04,13,12,1,10,6,0,3
A000267,R01,R01-M04,6,6,0,4,0,0,0
A000304,R01,R01-M04,7,7,0,6,3,1,1
A000425,R01,R01-M04,10,10,0,7,3,0,0
A000447,R01,R01-M04,1,1,0,1,0,0,0
A000480,R01,R01-M04,2,1,1,2,1,0,1
A000508,R01,R01-M04,3,3,0,2,0,0,0
A000516,R01,R01-M04,1,1,0,1,0,0,0
A000608,R01,R01-M04,7,7,0,4,3,0,0
A000657,R01,R01-M04,5,5,0,2,0,0,0
A000681,R01,R01-M04,9,9,0,5,2,0,0
A000682,R01,R01-M04,5,5,0,4,1,0,0
A000686,R01,R01-M04,1,1,0,0,0,0,0
A000695,R01,R01-M04,8,8,0,6,2,0,0
A000699,R01,R01-M04,4,4,0,4,0,0,0
A000746,R01,R01-M04,10,10,0,9,6,0,0
A000770,R01,R01-M04,1,1,0,1,0,0,0
A000806,R01,R01-M04,13,12,1,10,4,1,2
A000993,R01,R01-M04,6,6,0,4,2,0,0
A001051,R01,R01-M04,1,1,0,1,1,0,0
A001054,R01,R01-M04,9,9,0,6,1,0,0
A001096,R01,R01-M04,7,7,0,6,2,0,0
A001137,R01,R01-M04,9,9,0,6,2,0,0
A001207,R01,R01-M04,13,12,1,9,4,0,1
A001212,R01,R01-M04,2,2,0,1,0,0,0
A001242,R01,R01-M04,1,1,0,1,0,0,1
A001299,R01,R01-M04,14,14,0,10,5,1,1
A001403,R01,R01-M04,8,7,1,7,4,0,1
